Scientific name,Extinction date 
Heteromirafra archeri,2019
Mirafra rufa,2019
Eremomela turneri,2019
Leptasthenura pallida,2019
Anaplectes jubaensis,2019
Ploceus aureonucha,2019
Polioptila guianensis,2019
Cercomacroides laeta,2019
Stachyris herberti,2019
Otocichla mupinensis,2019
Sirystes subcanescens,2019
Sublegatus obscurior,2019
Lybius chaplini,2019
Pyrrhura pfrimeri,2019
Pernis steerei,2019
Spilornis kinabaluensis,2019
Antrostomus noctitherus,2019
Larus livens,2019
Micrastur buckleyi,2019
Acrocephalus atyphus,2019
Acrocephalus percernis,2019
Aegithalos annamensis,2019
Dicrurus montanus,2019
Crithagra buchanani,2019
Linaria johannis,2019
Asthenes urubambensis,2019
Clibanornis erythrocephalus,2019
Synallaxis macconnelli,2019
Grallaria alticola,2019
Grallaria watkinsi,2019
Cutia legalleni,2019
Garrulax annamensis,2019
Garrulax milleti,2019
Trochalopteron yersini,2019
Ficedula timorensis,2019
Atlapetes canigenis,2019
Rimator danjoui,2019
Schoeniparus klossi,2019
Phyllastrephus albigula,2019
Conirostrum binghami,2019
Turdus niveiceps,2019
Mionectes macconnelli,2019
Mionectes roraimae,2019
Uromyias agraphia,2019
Psilopogon annamensis,2019
Psilopogon auricularis,2019
Dendropicos elachus,2019
Veniliornis chocoensis,2019
Puffinus heinrothi,2019
Columba oliviae,2019
Ramphiculus epius,2019
Zenaida graysoni,1972
Micrastur plumbeus,2019
Celebesica abbotti,2019
Corvus rhipidurus,2019
Loxops ochraceus,1994
Coracornis raveni,2019
Leptopogon albidiventer,2019
Megascops roboratus,2019
Tadorna cristata,2019
Siphonorhis americana,1860
Siphonorhis brewsteri,2019
Lepidopyga lilliae,2019
Geotrygon leucometopia,2019
Alcedo hercules,2019
Falco araeus,2019
Edolisoma sula,2019
Pipreola pulchra,2019
Telespiza ultima,2019
Asthenes berlepschi,2019
Cinclodes maculirostris,2019
Geositta punensis,2019
Syndactyla roraimae,2019
Bradypterus grandis,2019
Microptilotis albilineatus,2019
Myiagra freycineti,1983
Xenoligea montana,2019
Scytalopus simonsi,2019
Sipia palliata,2019
Leptopogon taczanowskii,2019
Diomedea sanfordi,2019
Chaetura egregia,2019
Sterna repressa,2019
Scolopax mira,2019
Columba junoniae,2019
Ramphiculus merrilli,2019
Conopophaga cearae,2019
Dicaeum beccarii,2019
Crithagra symonsi,2019
Loxia megaplaga,2019
Xiphorhynchus atlanticus,2019
Bradypterus carpalis,2019
Microeca tormenti,2019
Phylloscopus sumatrensis,2019
Ploceus flavipes,2019
Myadestes myadestinus,1990
Capito dayi,2019
Pelecanoides georgicus,2019
Pterodroma cahow,2019
Telacanthura melanopygia,2019
Setopagis heterura,2019
Phaethornis subochraceus,2019
Cacicus pacificus,2019
Melidectes rufocrissalis,2019
Colluricincla tenebrosa,2019
Bleda ugandae,2019
Scytalopus canus,2019
Scytalopus panamensis,2019
Scytalopus sanctaemartae,2019
Drymophila hellmayri,2019
Sporophila hypochroma,2019
Sporophila murallae,2019
Megazosterops palauensis,2019
Stactolaema leucogrammica,2019
Puffinus bannermani,2019
Pyrrhura pacifica,2019
Crypturellus kerriae,2019
Buteo oreophilus,2019
Erythrotriorchis buergersi,2019
Aerodramus hirundinaceus,2019
Leptotila ochraceiventris,2019
Ceyx dispar,2019
Ceyx mulcatus,2019
Pericrocotus ethologus,2019
Dicaeum anthonyi,2019
Microxenops milleri,2019
Amytornis dorotheae,2019
Amytornis purnelli,2019
Turnagra tanagra,1970
Atlapetes fuscoolivaceus,2019
Pitta superba,2019
Phyllastrephus lorenzi,2019
Myrmoborus lophotes,2019
Myrmotherula iheringi,2019
Willisornis nigrigula,2019
Saltator nigriceps,2019
Cistothorus apolinari,2019
Geokichla oberlaenderi,2019
Turdus arthuri,2019
Hemitriccus josephinae,2019
Rhynchocyclus pacificus,2019
Pyrrhura albipectus,2019
Ninox meeki,2019
Fregata andrewsi,2019
Fregata magnificens,2019
Acrocephalus taiti,2019
Cisticola bodessa,2019
Crithagra menachensis,2019
Linaria yemenensis,2019
Amytornis merrotsyi,2019
Myiothlypis basilica,2019
Phylloscopus examinandus,2019
Ploceus golandi,2019
Sylvia balearica,2019
Sylvia buryi,2019
Turdus helleri,2019
Turdus menachensis,2019
Inezia tenuirostris,2019
Eubucco tucinkae,2019
Pyrrhura viridicata,2019
Touit costaricensis,2019
Rhea tarapacensis,2019
Aerodramus mearnsi,2019
Nyctibius maculosus,2019
Goethalsia bella,2019
Zentrygon goldmani,2019
Cercococcyx olivinus,2019
Hypotaenidia poeciloptera,1973
Acrocephalus tangorum,2019
Conopophaga snethlageae,2019
Corvus mellori,2019
Corvus tasmanicus,2019
Perisoreus internigrans,2019
Dicaeum hanieli,2019
Margarornis bellulus,2019
Grallaria alleni,2019
Grallaria milleri,2019
Lichmera deningeri,2019
Lichmera monticola,2019
Microptilotis imitatrix,2019
Microptilotis vicina,2019
Brachypteryx goodfellowi,2019
Basileuterus ignotus,2019
Arremon phygas,2019
Arremonops tocuyensis,2019
Atlapetes flaviceps,2019
Chlorospingus inornatus,2019
Foudia omissa,2019
Psophodes occidentalis,2019
Hypsipetes harterti,2019
Leucopsar rothschildi,2019
Sinosuthora zappeyi,2019
Drymophila klagesi,2019
Drymophila striaticeps,2019
Myrmotherula sclateri,2019
Diglossa gloriosissima,2019
Tangara fucosa,2019
Myadestes coloratus,2019
Myadestes lanaiensis,1998
Aphanotriccus audax,2019
Heleia pinaiae,2019
Ixobrychus dubius,2019
Picumnus varzeae,2019
Thalassarche impavida,2019
Macronectes halli,2019
Pachyptila belcheri,2019
Pachyptila crassirostris,2019
Pachyptila macgillivrayi,2019
Pachyptila salvini,2019
Pelecanoides magellani,2019
Pterodroma atrata,2019
Puffinus huttoni,2019
Hapalopsittaca fuertesi,2019
Otus angelinae,2019
Tyto multipunctata,2019
Goldmania violiceps,2019
Columba albinucha,2019
Gymnophaps stalkeri,2019
Penelope perspicax,2019
Acanthiza iredalei,2019
Camaroptera harterti,2019
Carpodacus formosanus,2019
Cranioleuca muelleri,2019
Icterus fuertesi,2019
Cincloramphus mathewsi,2019
Laniarius mufumbiri,2019
Ashbyia lovensis,2019
Manorina melanotis,2019
Melidectes foersteri,2019
Melipotes ater,2019
Microptilotis mimikae,2019
Paradigalla brevicauda,2019
Batis reichenowi,2019
Dyaphorophyia tonsa,2019
Androphobus viridis,2019
Rhipidura dedemi,2019
Aplonis mystacea,2019
Myrmotherula pacifica,2019
Thamnomanes schistogynus,2019
Malacoptila minor,2019
Picus dedemi,2019
Charmosyna multistriata,2019
Psittaculirostris godmani,2019
Streptopelia hypopyrrha,2019
Treron seimundi,2019
Anurophasis monorthonyx,2019
Cinclosoma alisteri,2019
Lagonosticta umbrinodorsalis,2019
Falcunculus whitei,2019
Actinodura radcliffei,2019
Conopophila whitei,2019
Melidectes nouhuysi,2019
Oreornis chrysogenys,2019
Cinnyris congensis,2019
Paramythia olivacea,2019
Phylloscopus goodsoni,2019
Bangsia aureocincta,2019
Bangsia melanochlamys,2019
Pheugopedius spadix,2019
Tephrozosterops stalkeri,2019
Zosterops atrifrons,2019
Zosterops stalkeri,2019
Psephotellus varius,2019
Psittacella lorentzi,2019
Ptilopsis granti,2019
Aerodramus bartschi,2019
Arborophila rolli,2019
Pternistis camerunensis,2019
Sericornis nouhuysi,2019
Lobotos oriolinus,2019
Cisticola carruthersi,2019
Paludipasser locustella,2019
Eurylaimus harterti,2019
Pseudocalyptomena graueri,2019
Drepanis pacifica,1898
Dendrocolaptes hoffmannsi,2019
Lepidocolaptes neglectus,2019
Leptasthenura berlepschi,2019
Pseudasthenes steinbachi,2019
Argya altirostris,2019
Anthus hellmayri,2019
Cyanoptila cumatilis,2019
Cyornis glaucicomans,2019
Sheppardia gunningi,2019
Anthreptes reichenowi,2019
Pseudorectes incertus,2019
Setophaga flavescens,2019
Hydrornis schneideri,2019
Pnoepyga formosana,2019
Aplonis fusca,1946
Grafisia torquata,2019
Formicivora iheringi,2019
Hafferia zeledoni,2019
Tangara palmeri,2019
Troglodytes cobbi,2019
Nystactes noanamae,2019
Melichneutes robustus,2019
Antrostomus badius,2019
Ptilinopus insularis,2019
Pternistis nobilis,2019
Scleroptila whytei,2019
Zapornia atra,2019
Heteromirafra ruddi,2019
Ceblepyris graueri,2019
Apalis goslingi,2019
Apalis ruddi,2019
Cisticola woosnami,2019
Crithagra mennelli,2019
Kupeornis rufocinctus,2019
Bradypterus centralis,2019
Bradypterus graueri,2019
Graueria vittata,2019
Stipiturus mallee,2019
Monarcha megarhynchus,2019
Motacilla clara,2019
Anthreptes seimundi,2019
Cinnyris batesi,2019
Cinnyris neergaardi,2019
Atlapetes crassus,2019
Erythropitta gazellae,2019
Ploceus batesi,2019
Hemitesia neumanni,2019
Onychognathus neumanni,2019
Akletos goeldii,2019
Vidua nigeriae,2019
Zosterops vellalavella,2019
Trachyphonus usambiro,2019
Vini stepheni,2019
Sarkidiornis sylvicola,2019
Chaetura chapmani,2019
Chaetura meridionalis,2019
Malindangia mcgregori,2019
Habia frenata,2019
Artisornis metopias,2019
Campylorhamphus multostriatus,2019
Cranioleuca hellmayri,2019
Synallaxis simoni,2019
Ptiloprora meekiana,2019
Terpsiphone bedfordi,2019
Anthus hodgsoni,2019
Fraseria tessmanni,2019
Larvivora ruficeps,2019
Niltava davidi,2019
Sheppardia montana,2019
Xenocopsychus ansorgei,2019
Cinnyris manoensis,2019
Myiothlypis chlorophrys,2019
Arremon costaricensis,2019
Phylloscopus budongoensis,2019
Phylloscopus valentini,2019
Batis erlangeri,2019
Batis perkeo,2019
Eurillas ansorgei,2019
Sitta arctica,2019
Myrmelastes humaythae,2019
Phlegopsis borbae,2019
Rhegmatorhina berlepschi,2019
Rhegmatorhina hoffmannsi,2019
Emberizoides ypiranganus,2019
Paroaria baeri,2019
Cistothorus meridae,2019
Elaenia brachyptera,2019
Elaenia pelzelni,2019
Hemitriccus griseipectus,2019
Hemitriccus iohannis,2019
Hemitriccus minor,2019
Knipolegus heterogyna,2019
Mecocerculus hellmayri,2019
Phylloscartes difficilis,2019
Phylloscartes paulista,2019
Pogonotriccus venezuelanus,2019
Zimmerius petersi,2019
Vidua codringtoni,2019
Nonnula sclateri,2019
Gymnobucco sladeni,2019
Aerodramus elaphrus,2019
Caprimulgus batesi,2019
Vanellus macropterus,1940
Henicophaps foersteri,2019
Streptopelia xanthocycla,2019
Ortalis columbiana,2019
Arborophila graydoni,2019
Polyplectron katsumatae,2019
Syrmaticus mikado,2019
Calamonastides gracilirostris,2019
Granatellus paraensis,2019
Apalis chirindensis,2019
Emberiza goslingi,2019
Emberiza siemsseni,2019
Spermophaga poliogenys,2019
Asthenes baeri,2019
Asthenes moreirae,2019
Lanius cabanisi,2019
Garrulax vassali,2019
Sibia morrisoniana,2019
Trochalopteron morrisonianum,2019
Sylvietta denti,2019
Laniarius holomelas,2019
Modulatrix stictigula,2019
Anthus nyassae,2019
Fraseria griseigularis,2019
Sheppardia aequatorialis,2019
Swynnertonia swynnertoni,2019
Tarsiger johnstoniae,2019
Astrapia rothschildi,2019
Parotia wahnesi,2019
Myiothlypis signata,2019
Cryptopipo litae,2019
Pipra fasciicauda,2019
Tyranneutes stolzmanni,2019
Malimbus coronatus,2019
Phyllastrephus hypochloris,2019
Regulus goodfellowi,2019
Lamprotornis benguelensis,2019
Fulvetta formosana,2019
Fulvetta manipurensis,2019
Drymophila devillei,2019
Drymophila ochropyga,2019
Epinecrophylla hoffmannsi,2019
Myrmelastes caurensis,2019
Poliocrania maculifer,2019
Thamnophilus cryptoleucus,2019
Schiffornis olivacea,2019
Hemitriccus obsoletus,2019
Knipolegus sclateri,2019
Yuhina brunneiceps,2019
Zosterops kuehni,2019
Zosterops superciliosus,2019
Agapornis nigrigenis,2019
Pyrrhura amazonum,2019
Ceyx nigromaxilla,2019
Ptilopachus nahani,2019
Acanthiza katherina,2019
Acrocephalus orinus,2019
Alaemon hamertoni,2019
Spizocorys obbiensis,2019
Camaroptera toroensis,2019
Conopophaga roberti,2019
Carpodacus waltoni,2019
Fringilla polatzeki,2019
Cranioleuca berlepschi,2019
Megaxenops parnaguae,2019
Synallaxis hellmayri,2019
Garrulax koslowi,2019
Garrulax waddelli,2019
Macrosphenus kempi,2019
Amytornis woodwardi,2019
Myophonus robinsoni,2019
Vauriella goodfellowi,2019
Aethopyga boltoni,2019
Anthreptes rubritorques,2019
Cinnyris chalcomelas,2019
Cinnyris pembae,2019
Cinnyris voeltzkowi,2019
Colluricincla woodwardi,2019
Poecile hyrcanus,2019
Leonardina woodi,2019
Batis diops,2019
Dyaphorophyia ansorgei,2019
Phyllergates heterolaemus,2019
Cercomacra brasiliana,2019
Epinecrophylla amazonica,2019
Willisornis vidua,2019
Charitospiza eucosma,2019
Geokichla camaronensis,2019
Turdus roehli,2019
Zoothera major,2019
Phyllomyias reiseri,2019
Pseudocolopteryx dinelliana,2019
Indicator meliphilus,2019
Dendrocopos owstoni,2019
Aegolius ridgwayi,2019
Eudromia formosa,2019
Apus batesi,2019
Apus sladeniae,2019
Turnix worcesteri,2019
Actenoides bougainvillei,2019
Todiramphus enigma,2019
Arborophila campbelli,2019
Eremalauda dunni,2019
Cisticola cinnamomeus,2019
Oreolais ruwenzorii,2019
Corvus meeki,2019
Dicaeum nigrilore,2019
Emberiza koslowi,2019
Crithagra frontalis,2019
Crithagra hyposticta,2019
Loxia scotica,2019
Macronyx sharpei,2019
Cinnyris hellmayri,2019
Cyanomitra alinae,2019
Oriolus finschi,2019
Pachycephala par,2019
Setophaga subita,2019
Passer suahelicus,2019
Ploceus nigrimentus,2019
Criniger ndussumensis,2019
Anthoscopus sylviella,2019
Sitta victoriae,2019
Thamnophilus aroyae,2019
Poospiza baeri,2019
Rowettia goughensis,2019
Spelaeornis oatesi,2019
Myiarchus nugator,2019
Myiopagis parambae,2019
Zosterops consobrinorum,2019
Zosterops luteirostris,2019
Galbalcyrhynchus purusianus,2019
Prioniturus waterstradti,2019
Otus tempestatis,2019
Horizocerus cassini,2019
Polyplectron inopinatum,2019
Monias benschi,2019
Acanthiza robustirostris,2019
Calamanthus montanellus,2019
Gerygone mouki,2019
Mirafra somalica,2019
Smithornis sharpei,2019
Poliolais lopezi,2019
Corvus insularis,2019
Cyanolyca mirabilis,2019
Coccopygia bocagei,2019
Nesocharis shelleyi,2019
Eophona migratoria,2019
Hylopezus berlepschi,2019
Bradypterus lopezi,2019
Laniarius poensis,2019
Myzomela batjanensis,2019
Myzomela kuehni,2019
Cossyphicula roberti,2019
Cyornis hoevelli,2019
Dessonornis macclounii,2019
Sheppardia poensis,2019
Sheppardia sharpei,2019
Stiphrornis xanthogaster,2019
Cinnyris ursulae,2019
Oriolus percivali,2019
Hypocryptadius cinnamomeus,2019
Cryptomicroeca flaviventris,2019
Phylloscopus herberti,2019
Neopelma sulphureiventer,2019
Batis poensis,2019
Batis soror,2019
Hypsipetes lucasi,2019
Iole propinqua,2019
Phyllastrephus poensis,2019
Rhipidura nigrocinnamomea,2019
Sapayoa aenigma,2019
Goodfellowia miranda,2019
Herpsilochmus roraimae,2019
Spelaeornis reptatus,2019
Heleia goodfellowi,2019
Zosterops brunneus,2019
Thalassarche carteri,2019
Charmosyna diadema,1976
Trichoglossus johnstoniae,2019
Otus feae,2019
Otus umbra,2019
Spilornis klossi,2019
Anas rubripes,2019
Metallura theresiae,2019
Charadrius alticola,2019
Metriopelia morenoi,2019
Patagioenas goodsoni,2019
Turtur abyssinicus,2019
Corythornis thomensis,2019
Calandrella blanfordi,2019
Spizocorys sclateri,2019
Spizocorys starki,2019
Apalis personata,2019
Dasyornis broadbenti,2019
Cryptospiza jacksoni,2019
Cryptospiza shelleyi,2019
Estrilda kandti,2019
Estrilda poliopareia,2019
Chrysocorythus estherae,2019
Crithagra rothschildi,2019
Pyrrhula waterstradti,2019
Automolus paraensis,2019
Thripophaga cherriei,2019
Tachycineta stolzmanni,2019
Garrulax woodi,2019
Amytornis housei,2019
Amytornis modestus,2019
Symposiachrus menckei,2019
Chamaetylas poliophrys,2019
Cyornis nicobaricus,2019
Dessonornis archeri,2019
Baeolophus ridgwayi,2019
Phylloscopus laetus,2019
Ploceus alienus,2019
Rhipidura matthiae,2019
Sylvia atriceps,2019
Myrmotherula cherriei,2019
Thryorchilus browni,2019
Turdus debilis,2019
Mionectes galbinus,2019
Taeniotriccus andrei,2019
Tolmomyias flavotectus,2019
Hylophilus griseiventris,2019
Zosterops kaffensis,2019
Zosterops saypani,2019
Psittinus abbotti,2019
Sula granti,2019
Phoeniculus damarensis,2019
Phoeniculus somaliensis,2019
Apus alexandri,2019
Hydrochous gigas,2019
Rigidipenna inexpectata,2019
Leucippus baeri,2019
Phlogophilus harterti,2019
Trochilus scitulus,2019
Columba sjostedti,2019
Leptotila battyi,2019
Streptopelia reichenowi,2019
Ceyx collectoris,2019
Ceyx meeki,2019
Gallirex johnstoni,2019
Gerygone tenebrosa,2019
Calamonastes stierlingi,2019
Pittasoma rufopileatum,2019
Corvus bennetti,2019
Asthenes harterti,2019
Asthenes heterura,2019
Asthenes maculicauda,2019
Asthenes ottonis,2019
Stelgidopteryx ridgwayi,2019
Telophorus dohertyi,2019
Malurus assimilis,2019
Myzomela eichhorni,2019
Ficedula owstoni,2019
Muscicapa gambagae,2019
Sheppardia cyornithopsis,2019
Turnagra capensis,1905
Chlorospingus parvirostris,2019
Illadopsis puveli,2019
Pitta anerythra,2019
Pitta reichenowi,2019
Batis minor,2019
Dyaphorophyia hormophora,2019
Pycnonotus nieuwenhuisii,2019
Erythrocercus holochlorus,2019
Drymophila rubricollis,2019
Euchrepomis sharpei,2019
Oneillornis salvini,2019
Chlorochrysa fulgentissima,2019
Geospiza heliobates,2019
Mixornis prillwitzi,2019
Turdus xanthorhynchus,2019
Hemitriccus flammulatus,2019
Hemitriccus spodiops,2019
Phyllomyias sclateri,2019
Pseudotriccus simplex,2019
Vidua wilsoni,2019
Heleia wallacei,2019
Zosterops feae,2019
Zosterops kulambangrae,2019
Indicator willcocksi,2019
Dendropicos stierlingi,2019
Piculus litae,2019
Charmosyna meeki,2019
Glaucidium palmarum,2019
Nesasio solomonensis,2019
Otus cyprius,2019
Pulsatrix koeniswaldiana,2019
Leucocarbo ranfurlyi,2019
Apaloderma aequatoriale,2019
Hieraaetus weiskei,2019
Zoonavena thomensis,2019
Thalurania ridgwayi,2019
Turnix olivii,2019
Gallicolumba keayi,2019
Turacoena sulaensis,2019
Odontophorus atrifrons,2019
Sarothrura boehmi,2019
Acrocephalus vaughani,2019
Lalage sharpei,2019
Cisticola aridulus,2019
Corvus unicolor,2019
Erythrura papuana,2019
Crithagra melanochroa,2019
Rhynchostruthus percivali,2019
Cinclodes oustaleti,2019
Upucerthia saturatior,2019
Grallaria bangsi,2019
Grallaricula cumanensis,2019
Liocichla ripponi,2019
Turdoides hindei,2019
Poodytes carteri,2019
Laniarius fuelleborni,2019
Melanocharis arfakiana,2019
Kakamega poliothorax,2019
Anthus melindae,2019
Anthus vaalensis,2019
Macronyx fuelleborni,2019
Chamaetylas fuelleborni,2019
Cyornis hainanus,2019
Eumyias additus,2019
Oriolus szalayi,2019
Melaniparus guineensis,2019
Geothlypis nelsoni,2019
Atlapetes pallidiceps,2019
Passer hemileucus,2019
Phylloscopus cebuensis,2019
Phylloscopus subaffinis,2019
Batis fratrum,2019
Euplectes psammacromius,2019
Ploceus weynsi,2019
Polioptila maior,2019
Hypsipetes thompsoni,2019
Sitta yunnanensis,2019
Psittiparus bakeri,2019
Dacnis berlepschi,2019
Tangara johannae,2019
Vireolanius mikettae,2019
Puffinus newelli,2019
Prioniturus mada,2019
Pyrrhura griseipectus,2019
Buteo albigula,2019
Caprimulgus stellatus,2019
Chaetocercus astreans,2019
Gymnophaps mada,2019
Todiramphus farquhari,2019
Pternistis harwoodi,2019
Apalis alticola,2019
Urocissa whiteheadi,2019
Emberiza socotrana,2019
Nesocharis ansorgei,2019
Carduelis corsicana,2019
Garrulax castanotis,2019
Stipiturus ruficeps,2019
Megalampitta gigantea,2019
Gliciphila notabilis,2019
Ficedula buruensis,2019
Ficedula henrici,2019
Oenanthe dubia,2019
Cinnyris fuelleborni,2019
Cinnyris minullus,2019
Cinnyris shelleyi,2019
Pachycephala aurea,2019
Picathartes oreas,2019
Ploceus olivaceiceps,2019
Arizelocichla chlorigula,2019
Chlorocichla laetissima,2019
Phyllastrephus debilis,2019
Scytalopus latebricola,2019
Rhipidura superflua,2019
Geospiza septentrionalis,2019
Pachyramphus uropygialis,2019
Cantorchilus leucopogon,2019
Henicorhina anachoreta,2019
Troglodytes monticola,2019
Myiotheretes pernix,2019
Phyllomyias urichi,2019
Gorsachius magnificus,2019
Pogonornis macclounii,2019
Pterodroma feae,2019
Amazona imperialis,2019
Otus mindorensis,2019
Otus socotranus,2019
Phalacrocorax nigrogularis,2019
Accipiter butleri,2019
Nisaetus floris,2019
Aglaiocercus berlepschi,2019
Aglaiocercus kingii,2019
Coeligena phalerata,2019
Turnix everetti,2019
Ducula obiensis,2019
Petrophassa rufipennis,2019
Ptilinopus alligator,2019
Ptilinopus granulifrons,2019
Ramphiculus mangoliensis,2019
Ceyx sangirensis,2019
Ceyx websteri,2019
Neocrex colombiana,2019
Crateroscelis robusta,2019
Alauda razae,2019
Edolisoma rostratum,2019
Clibanornis rufipectus,2019
Petrochelidon preussi,2019
Progne sinaloae,2019
Psarocolius cassini,2019
Rhamphocharis piperata,2019
Lichmera notabilis,2019
Myzomela albigula,2019
Ptiloprora perstriata,2019
Cyornis colonus,2019
Sphecotheres hypoleucus,2019
Arremon basilicus,2019
Phylloscopus intermedius,2019
Erythropitta dohertyi,2019
Erythropitta meeki,2019
Polioptila schistaceigula,2019
Pholia sharpii,2019
Sipia berlepschi,2019
Pachyramphus xanthogenys,2019
Geokichla dumasi,2019
Tyrannus cubensis,2019
Zosterops meeki,2019
Melignomon zenkeri,2019
Picus rabieri,2019
Psephotellus dissimilis,2019
Otus sulaensis,2019
Nannopterum harrisi,2019
