species,description_year,extinction_year
Bias.musicus,1818,NA
Biatas.nigropectus,1850,NA
Bleda.canicapillus,1854,NA
Bleda.eximius,1855,NA
Bleda.notatus,1857,NA
Bleda.syndactylus,1837,NA
Blythipicus.pyrrhotis,1837,NA
Blythipicus.rubiginosus,1837,NA
Boissonneaua.flavescens,1832,NA
Boissonneaua.jardini,1851,NA
Boissonneaua.matthewsii,1847,NA
Bolborhynchus.ferrugineifrons,1880,NA
Bolborhynchus.lineola,1853,NA
Bolborhynchus.orbygnesius,1856,NA
Bombycilla.cedrorum,1808,NA
Bombycilla.garrulus,1758,NA
Bombycilla.japonica,1824,NA
Bonasa.bonasia,1758,NA
Bonasa.sewerzowi,1876,NA
Bonasa.umbellus,1766,NA
Bostrychia.carunculata,1837,NA
Bostrychia.hagedash,1790,NA
Bostrychia.olivacea,1838,NA
Bostrychia.rara,1897,NA
Botaurus.lentiginosus,1813,NA
Botaurus.pinnatus,1829,NA
Botaurus.stellaris,1758,NA
Brachycope.anomala,1887,NA
Brachygalba.albogularis,1824,NA
Brachygalba.goeringi,1869,NA
Brachygalba.lugubris,1838,NA
Brachygalba.salmoni,1879,NA
Brachypteryx.hyperythra,1861,NA
Brachypteryx.leucophrys,1827,NA
Brachypteryx.montana,1822,NA
Brachypteryx.stellata,1868,NA
Brachyramphus.brevirostris,1829,NA
Brachyramphus.marmoratus,1789,NA
Brachyramphus.perdix,1811,NA
Bradornis.infuscatus,1839,NA
Bradornis.mariquensis,1847,NA
Bradornis.microrhynchus,1887,NA
Bradornis.pallidus,1851,NA
Bradypterus.alfredi,1890,NA
Bradypterus.baboecala,1817,NA
Bradypterus.bangwaensis,1943,NA
Bradypterus.barratti,1876,NA
Bradypterus.carpalis,1916,NA
Bradypterus.cinnamomeus,1840,NA
Bradypterus.davidi,1923,NA
Bradypterus.grandis,1917,NA
Bradypterus.graueri,1908,NA
Bradypterus.lopezi,1903,NA
Bradypterus.luteoventris,1845,NA
Bradypterus.major,1872,NA
Bradypterus.mandelli,1875,NA
Bradypterus.palliseri,1851,NA
Bradypterus.sylvaticus,1860,NA
Bradypterus.tacsanowskius,1871,NA
Bradypterus.thoracicus,1845,NA
Bradypterus.victorini,1860,NA
Branta.bernicla,1758,NA
Branta.canadensis,1758,NA
Branta.hutchinsii,1832,NA
Branta.leucopsis,1803,NA
Branta.ruficollis,1769,NA
Brotogeris.chiriri,1818,NA
Brotogeris.chrysoptera,1766,NA
Brotogeris.cyanoptera,1891,NA
Brotogeris.jugularis,1776,NA
Brotogeris.pyrrhoptera,1801,NA
Brotogeris.sanctithomae,1776,NA
Brotogeris.tirica,1788,NA
Brotogeris.versicolurus,1776,NA
Bubalornis.albirostris,1817,NA
Bubalornis.niger,1936,NA
Bubo.africanus,1821,NA
Bubo.ascalaphus,1809,NA
Bubo.bengalensis,1831,NA
Bubo.bubo,1758,NA
Bubo.capensis,1834,NA
Bubo.coromandus,1790,NA
Bubo.lacteus,1820,NA
Bubo.leucostictus,1855,NA
Bubo.nipalensis,1836,NA
Bubo.poensis,1853,NA
Bubo.scandiaca,1758,NA
Bubo.shelleyi,1872,NA
Bubo.sumatranus,1822,NA
Bubo.virginianus,1788,NA
Bubo.vosseleri,1908,NA
Bubulcus.ibis,1758,NA
Bucanetes.githagineus,1823,NA
Buccanodon.duchaillui,1856,NA
Bucco.capensis,1766,NA
Bucco.macrodactylus,1824,NA
Bucco.noanamae,1909,NA
Bucco.tamatia,1788,NA
Bucephala.albeola,1758,NA
Bucephala.clangula,1758,NA
Bucephala.islandica,1789,NA
Buceros.bicornis,1758,NA
Buceros.rhinoceros,1758,NA
Bucorvus.abyssinicus,1783,NA
Bucorvus.cafer,1825,NA
Bulweria.bulwerii,1828,NA
Bulweria.fallax,1955,NA
Buphagus.africanus,1766,NA
Buphagus.erythrorhynchus,1814,NA
Burhinus.bistriatus,1829,NA
Burhinus.capensis,1823,NA
Burhinus.oedicnemus,1758,NA
Burhinus.senegalensis,1837,NA
Burhinus.superciliaris,1843,NA
Burhinus.vermiculatus,1868,NA
Busarellus.nigricollis,1790,NA
Butastur.indicus,1788,NA
Butastur.liventer,1827,NA
Butastur.rufipennis,1851,NA
Butastur.teesa,1831,NA
Buteo.albicaudatus,1816,NA
Buteo.albigula,1899,NA
Buteo.albonotatus,1847,NA
Buteo.augur,1836,NA
Buteo.auguralis,1865,NA
Buteo.brachyurus,1816,NA
Buteo.buteo,1758,NA
Buteo.hemilasius,1844,NA
Buteo.jamaicensis,1788,NA
Buteo.lagopus,1763,NA
Buteo.leucorrhous,1824,NA
Buteo.lineatus,1788,NA
Buteo.magnirostris,1788,NA
Buteo.nitidus,1790,NA
Buteo.oreophilus,1914,NA
Buteo.platypterus,1823,NA
Buteo.polyosoma,1824,NA
Buteo.regalis,1844,NA
Buteo.rufinus,1827,NA
Buteo.rufofuscus,1798,NA
Buteo.swainsoni,1838,NA
Buteo.ventralis,1837,NA
Buteogallus.aequinoctialis,1788,NA
Buteogallus.anthracinus,1830,NA
Buteogallus.meridionalis,1790,NA
Buteogallus.urubitinga,1788,NA
Buthraupis.aureodorsalis,1974,NA
Buthraupis.eximia,1840,NA
Buthraupis.montana,1837,NA
Buthraupis.wetmorei,1934,NA
Butorides.striata,1758,NA
Butorides.virescens,1758,NA
Bycanistes.albotibialis,1877,NA
Bycanistes.brevis,1929,NA
Bycanistes.bucinator,1824,NA
Bycanistes.cylindricus,1824,NA
Bycanistes.fistulator,1852,NA
Bycanistes.subcylindricus,1870,NA
Cacicus.cela,1758,NA
Cacicus.chrysonotus,1838,NA
Cacicus.chrysopterus,1825,NA
Cacicus.haemorrhous,1766,NA
Cacicus.koepckeae,1965,NA
Cacicus.melanicterus,1825,NA
Cacicus.sclateri,1887,NA
Cacicus.solitarius,1816,NA
Cacicus.uropygialis,1843,NA
Cacomantis.merulinus,1786,NA
Cacomantis.passerinus,1797,NA
Cacomantis.sepulcralis,1843,NA
Cacomantis.sonneratii,1790,NA
Cairina.moschata,1758,NA
Cairina.scutulata,1842,NA
Calamospiza.melanocorys,1885,NA
Calandrella.acutirostris,1873,NA
Calandrella.brachydactyla,1814,NA
Calandrella.cheleensis,1871,NA
Calandrella.cinerea,1789,NA
Calandrella.raytal,1844,NA
Calandrella.rufescens,1820,NA
Calandrella.somalica,1895,NA
Calcarius.lapponicus,1758,NA
Calcarius.ornatus,1837,NA
Calcarius.pictus,1832,NA
Calidris.acuminata,1821,NA
Calidris.alba,1764,NA
Calidris.alpina,1758,NA
Calidris.bairdii,1861,NA
Calidris.canutus,1758,NA
Calidris.ferruginea,1763,NA
Calidris.fuscicollis,1819,NA
Calidris.himantopus,1826,NA
Calidris.maritima,1764,NA
Calidris.mauri,1857,NA
Calidris.melanotos,1819,NA
Calidris.minuta,1812,NA
Calidris.minutilla,1819,NA
Calidris.ptilocnemis,1873,NA
Calidris.pusilla,1766,NA
Calidris.ruficollis,1776,NA
Calidris.subminuta,1853,NA
Calidris.temminckii,1812,NA
Calidris.tenuirostris,1821,NA
Callacanthis.burtoni,1838,NA
Callipepla.californica,1798,NA
Callipepla.douglasii,1829,NA
Callipepla.gambelii,1843,NA
Callipepla.squamata,1830,NA
Calliphlox.amethystina,1783,NA
Calliphlox.bryantae,1867,NA
Calliphlox.mitchellii,1847,NA
Callonetta.leucophrys,1816,NA
Calochaetes.coccineus,1858,NA
Calocitta.colliei,1829,NA
Calocitta.formosa,1827,NA
Caloenas.nicobarica,1758,NA
Calonectris.diomedea,1769,NA
Calonectris.leucomelas,1835,NA
Caloperdix.oculeus,1815,NA
Calorhamphus.fuliginosus,1830,NA
Calothorax.lucifer,1827,NA
Calothorax.pulcher,1859,NA
Calypte.anna,1829,NA
Calypte.costae,1839,NA
Calyptocichla.serina,1855,NA
Calyptomena.viridis,1822,NA
Calyptura.cristata,1818,NA
Camaroptera.brachyura,1820,NA
Camaroptera.chloronota,1895,NA
Camaroptera.fasciolata,1847,NA
Camaroptera.simplex,1878,NA
Camaroptera.superciliaris,1843,NA
Camaroptera.undosa,1882,NA
Campephaga.flava,1817,NA
Campephaga.lobata,1824,NA
Campephaga.oriolina,1909,NA
Campephaga.petiti,1884,NA
Campephaga.phoenicea,1790,NA
Campephaga.quiscalina,1869,NA
Campephilus.gayaquilensis,1845,NA
Campephilus.guatemalensis,1844,NA
Campephilus.haematogaster,1844,NA
Campephilus.imperialis,1832,NA
Campephilus.leucopogon,1826,NA
Campephilus.magellanicus,1828,NA
Campephilus.melanoleucos,1788,NA
Campephilus.pollens,1845,NA
Campephilus.principalis,1758,NA
Campephilus.robustus,1819,NA
Campephilus.rubricollis,1783,NA
Campethera.abingoni,1836,NA
Campethera.bennettii,1836,NA
Campethera.cailliautii,1849,NA
Campethera.caroli,1852,NA
Campethera.maculosa,1826,NA
Campethera.mombassica,1884,NA
Campethera.nivosa,1837,NA
Campethera.notata,1823,NA
Campethera.nubica,1783,NA
Campethera.punctuligera,1827,NA
Campethera.tullbergi,1892,NA
Camptostoma.imberbe,1857,NA
Camptostoma.obsoletum,1824,NA
Campylopterus.curvipennis,1830,NA
Campylopterus.duidae,1929,NA
Campylopterus.ensipennis,1822,NA
Campylopterus.excellens,1941,NA
Campylopterus.falcatus,1821,NA
Campylopterus.hemileucurus,1830,NA
Campylopterus.hyperythrus,1848,NA
Campylopterus.largipennis,1783,NA
Campylopterus.phainopeplus,1879,NA
Campylopterus.rufus,1840,NA
Campylopterus.villaviscensio,1851,NA
Campylorhamphus.falcularius,1822,NA
Campylorhamphus.procurvoides,1850,NA
Campylorhamphus.pusillus,1860,NA
Campylorhamphus.trochilirostris,1820,NA
Campylorhynchus.albobrunneus,1862,NA
Campylorhynchus.brunneicapillus,1835,NA
Campylorhynchus.chiapensis,1891,NA
Campylorhynchus.fasciatus,1837,NA
Campylorhynchus.griseus,1837,NA
Campylorhynchus.gularis,1861,NA
Campylorhynchus.jocosus,1859,NA
Campylorhynchus.megalopterus,1845,NA
Campylorhynchus.nuchalis,1847,NA
Campylorhynchus.rufinucha,1838,NA
Campylorhynchus.turdinus,1821,NA
Campylorhynchus.yucatanicus,1934,NA
Campylorhynchus.zonatus,1832,NA
Canirallus.oculeus,1855,NA
Capito.auratus,1816,NA
Capito.aurovirens,1829,NA
Capito.brunneipectus,1921,NA
Capito.dayi,1916,NA
Capito.hypoleucus,1897,NA
Capito.maculicoronatus,1861,NA
Capito.niger,1776,NA
Capito.quinticolor,1865,NA
Capito.squamatus,1876,NA
Capito.wallacei,2000,NA
Caprimulgus.aegyptius,1823,NA
Caprimulgus.affinis,1821,NA
Caprimulgus.anthonyi,1923,NA
Caprimulgus.arizonae,1881,NA
Caprimulgus.asiaticus,1790,NA
Caprimulgus.atripennis,1845,NA
Caprimulgus.badius,1908,NA
Caprimulgus.batesi,1906,NA
Caprimulgus.binotatus,1850,NA
Caprimulgus.carolinensis,1789,NA
Caprimulgus.cayennensis,1789,NA
Caprimulgus.centralasicus,1960,NA
Caprimulgus.clarus,1892,NA
Caprimulgus.climacurus,1825,NA
Caprimulgus.donaldsoni,1895,NA
Caprimulgus.europaeus,1758,NA
Caprimulgus.eximius,1826,NA
Caprimulgus.fossii,1857,NA
Caprimulgus.fraenatus,1884,NA
Caprimulgus.heterurus,1915,NA
Caprimulgus.hirundinaceus,1825,NA
Caprimulgus.indicus,1790,NA
Caprimulgus.inornatus,1869,NA
Caprimulgus.longirostris,1825,NA
Caprimulgus.macrurus,1821,NA
Caprimulgus.maculicaudus,1862,NA
Caprimulgus.maculosus,1920,NA
Caprimulgus.mahrattensis,1832,NA
Caprimulgus.natalensis,1845,NA
Caprimulgus.nigrescens,1848,NA
Caprimulgus.nigriscapularis,1893,NA
Caprimulgus.nubicus,1823,NA
Caprimulgus.parvulus,1837,NA
Caprimulgus.pectoralis,1816,NA
Caprimulgus.poliocephalus,1840,NA
Caprimulgus.prigoginei,1990,NA
Caprimulgus.ridgwayi,1897,NA
Caprimulgus.ruficollis,1820,NA
Caprimulgus.rufigena,1845,NA
Caprimulgus.rufus,1783,NA
Caprimulgus.ruwenzorii,1908,NA
Caprimulgus.salvini,1892,NA
Caprimulgus.saturatus,1870,NA
Caprimulgus.sericocaudatus,1849,NA
Caprimulgus.solala,1995,NA
Caprimulgus.stellatus,1899,NA
Caprimulgus.tristigma,1840,NA
Caprimulgus.vociferus,1812,NA
Caprimulgus.whitelyi,1885,NA
Capsiempis.flaveola,1823,NA
Caracara.cheriway,1784,NA
Caracara.plancus,1777,NA
Cardellina.rubrifrons,1841,NA
Cardinalis.cardinalis,1758,NA
Cardinalis.phoeniceus,1838,NA
Cardinalis.sinuatus,1838,NA
Carduelis.ambigua,1896,NA
Carduelis.atrata,1837,NA
Carduelis.atriceps,1863,NA
Carduelis.barbata,1782,NA
Carduelis.cannabina,1758,NA
Carduelis.carduelis,1758,NA
Carduelis.chloris,1758,NA
Carduelis.citrinella,1764,NA
Carduelis.crassirostris,1877,NA
Carduelis.cucullata,1820,NA
Carduelis.flammea,1758,NA
Carduelis.flavirostris,1758,NA
Carduelis.hornemanni,1843,NA
Carduelis.johannis,1919,NA
Carduelis.lawrencei,1852,NA
Carduelis.magellanica,1805,NA
Carduelis.monguilloti,1926,NA
Carduelis.notata,1847,NA
Carduelis.olivacea,1894,NA
Carduelis.pinus,1810,NA
Carduelis.psaltria,1823,NA
Carduelis.siemiradzkii,1883,NA
Carduelis.sinica,1766,NA
Carduelis.spinescens,1851,NA
Carduelis.spinoides,1831,NA
Carduelis.spinus,1758,NA
Carduelis.tristis,1758,NA
Carduelis.uropygialis,1862,NA
Carduelis.xanthogastra,1855,NA
Carduelis.yarrellii,1839,NA
Carduelis.yemenensis,1913,NA
Cariama.cristata,1766,NA
Carpococcyx.renauldi,1896,NA
Carpodacus.cassinii,1854,NA
Carpodacus.edwardsii,1871,NA
Carpodacus.eos,1930,NA
Carpodacus.erythrinus,1770,NA
Carpodacus.mexicanus,1776,NA
Carpodacus.nipalensis,1836,NA
Carpodacus.pulcherrimus,1856,NA
Carpodacus.puniceus,1845,NA
Carpodacus.purpureus,1789,NA
Carpodacus.rhodochlamys,1843,NA
Carpodacus.roborowskii,1887,NA
Carpodacus.rodochroa,1831,NA
Carpodacus.rodopeplus,1831,NA
Carpodacus.roseus,1776,NA
Carpodacus.rubescens,1872,NA
Carpodacus.rubicilla,1775,NA
Carpodacus.rubicilloides,1876,NA
Carpodacus.synoicus,1825,NA
Carpodacus.thura,1850,NA
Carpodacus.trifasciatus,1871,NA
Carpodacus.vinaceus,1871,NA
Carpodectes.antoniae,1884,NA
Carpodectes.hopkei,1897,NA
Carpodectes.nitidus,1865,NA
Carpornis.cucullata,1821,NA
Carpornis.melanocephala,1820,NA
Caryothraustes.canadensis,1766,NA
Caryothraustes.poliogaster,1847,NA
Casiornis.fuscus,1873,NA
Casiornis.rufus,1816,NA
Casmerodius.albus,1758,NA
Catamblyrhynchus.diadema,1842,NA
Catamenia.analis,1837,NA
Catamenia.homochroa,1858,NA
Catamenia.inornata,1847,NA
Catharacta.antarctica,1831,NA
Catharacta.chilensis,1857,NA
Catharacta.lonnbergi,1912,NA
Catharacta.maccormicki,1893,NA
Catharacta.skua,1764,NA
Cathartes.aura,1758,NA
Cathartes.burrovianus,1845,NA
Cathartes.melambrotus,1964,NA
Catharus.aurantiirostris,1850,NA
Catharus.bicknelli,1882,NA
Catharus.dryas,1855,NA
Catharus.frantzii,1861,NA
Catharus.fuscater,1845,NA
Catharus.fuscescens,1817,NA
Catharus.gracilirostris,1865,NA
Catharus.guttatus,1811,NA
Catharus.mexicanus,1856,NA
Catharus.minimus,1848,NA
Catharus.occidentalis,1859,NA
Catharus.ustulatus,1840,NA
Catherpes.mexicanus,1829,NA
Catoptrophorus.semipalmatus,1789,NA
Catreus.wallichi,1827,NA
Celeus.brachyurus,1818,NA
Celeus.castaneus,1829,NA
Celeus.elegans,1776,NA
Celeus.flavescens,1788,NA
Celeus.flavus,1776,NA
Celeus.grammicus,1845,NA
Celeus.loricatus,1854,NA
Celeus.lugubris,1851,NA
Celeus.obrieni,1973,NA
Celeus.spectabilis,1880,NA
Celeus.torquatus,1783,NA
Celeus.undatus,1766,NA
Centrocercus.minimus,2000,NA
Centrocercus.urophasianus,1827,NA
Centropus.anselli,1874,NA
Centropus.bengalensis,1788,NA
Centropus.chlororhynchus,1849,NA
Centropus.cupreicaudus,1896,NA
Centropus.grillii,1861,NA
Centropus.leucogaster,1814,NA
Centropus.monachus,1837,NA
Centropus.rectunguis,1847,NA
Centropus.senegalensis,1766,NA
Centropus.sinensis,1815,NA
Centropus.superciliosus,1833,NA
Cephalopterus.glabricollis,1851,NA
Cephalopterus.ornatus,1809,NA
Cephalopterus.penduliger,1859,NA
Cephalopyrus.flammiceps,1836,NA
Cepphus.carbo,1811,NA
Cepphus.columba,1811,NA
Cepphus.grylle,1758,NA
Ceratogymna.atrata,1835,NA
Ceratogymna.elata,1831,NA
Cercibis.oxycerca,1825,NA
Cercococcyx.mechowi,1882,NA
Cercococcyx.montanus,1928,NA
Cercococcyx.Olivinus,1912,NA
Cercomacra.brasiliana,1905,NA
Cercomacra.carbonaria,1873,NA
Cercomacra.cinerascens,1857,NA
Cercomacra.ferdinandi,1928,NA
Cercomacra.laeta,1920,NA
Cercomacra.manu,1990,NA
Cercomacra.melanaria,1835,NA
Cercomacra.nigrescens,1859,NA
Cercomacra.nigricans,1858,NA
Cercomacra.parkeri,1997,NA
Cercomacra.serva,1858,NA
Cercomacra.tyrannina,1855,NA
Cercomela.dubia,1899,NA
Cercomela.familiaris,1817,NA
Cercomela.fusca,1851,NA
Cercomela.melanura,1824,NA
Cercomela.schlegelii,1855,NA
Cercomela.scotocerca,1869,NA
Cercomela.sinuata,1858,NA
Cercomela.sordida,1837,NA
Cercomela.tractrac,1817,NA
Cercotrichas.podobe,1776,NA
Cerorhinca.monocerata,1811,NA
Certhia.americana,1838,NA
Certhia.brachydactyla,1820,NA
Certhia.discolor,1845,NA
Certhia.familiaris,1758,NA
Certhia.himalayana,1832,NA
Certhia.hodgsoni,1873,NA
Certhia.manipurensis,1881,NA
Certhia.nipalensis,1845,NA
Certhia.tianquanensis,1995,NA
Certhiasomus.stictolaemus,1868,NA
Certhiaxis.cinnamomeus,1788,NA
Certhiaxis.mustelinus,1874,NA
Certhilauda.albescens,1839,NA
Certhilauda.barlowi,1937,NA
Certhilauda.burra,1930,NA
Certhilauda.chuana,1836,NA
Certhilauda.curvirostris,1783,NA
Certhilauda.erythrochlamys,1853,NA
Certhilauda.semitorquata,1836,NA
Certhilauda.subcoronata,1843,NA
Ceryle.rudis,1758,NA
Cettia.acanthizoides,1871,NA
Cettia.brunnescens,1872,NA
Cettia.brunnifrons,1845,NA
Cettia.canturians,1860,NA
Cettia.cetti,1820,NA
Cettia.diphone,1830,NA
Cettia.flavolivacea,1845,NA
Cettia.fortipes,1845,NA
Cettia.major,1854,NA
Cettia.pallidipes,1872,NA
Ceuthmochares.aereus,1817,NA
Ceyx.erithaca,1758,NA
Ceyx.lecontei,1856,NA
Ceyx.pictus,1783,NA
Ceyx.rufidorsa,1847,NA
Chaetocercus.astreans,1899,NA
Chaetocercus.berlepschi,1889,NA
Chaetocercus.bombus,1871,NA
Chaetocercus.heliodor,1840,NA
Chaetocercus.jourdanii,1839,NA
Chaetocercus.mulsant,1842,NA
Chaetops.aurantius,1867,NA
Chaetops.frenatus,1826,NA
Chaetornis.striata,1841,NA
Chaetura.brachyura,1846,NA
Chaetura.chapmani,1907,NA
Chaetura.cinereiventris,1862,NA
Chaetura.egregia,1916,NA
Chaetura.fumosa,1870,NA
Chaetura.meridionalis,1907,NA
Chaetura.pelagica,1758,NA
Chaetura.spinicaudus,1839,NA
Chaetura.vauxi,1839,NA
Chaetura.viridipennis,1916,NA
Chaimarrornis.leucocephalus,1831,NA
Chalcophaps.indica,1758,NA
Chalcostigma.herrani,1846,NA
Chalcostigma.heteropogon,1839,NA
Chalcostigma.olivaceum,1864,NA
Chalcostigma.ruficeps,1846,NA
Chalcostigma.stanleyi,1851,NA
Chalybura.buffonii,1832,NA
Chalybura.urochrysia,1861,NA
Chamaea.fasciata,1845,NA
Chamaepetes.goudotii,1828,NA
Chamaepetes.unicolor,1867,NA
Chamaeza.campanisona,1823,NA
Chamaeza.meruloides,1825,NA
Chamaeza.mollissima,1855,NA
Chamaeza.nobilis,1855,NA
Chamaeza.ruficauda,1859,NA
Chamaeza.turdina,1859,NA
Charadrius.alexandrinus,1758,NA
Charadrius.alticola,1902,NA
Charadrius.asiaticus,1773,NA
Charadrius.collaris,1818,NA
Charadrius.dubius,1786,NA
Charadrius.falklandicus,1790,NA
Charadrius.forbesi,1883,NA
Charadrius.hiaticula,1758,NA
Charadrius.leschenaultii,1826,NA
Charadrius.marginatus,1818,NA
Charadrius.melodus,1824,NA
Charadrius.modestus,1823,NA
Charadrius.mongolus,1776,NA
Charadrius.montanus,1837,NA
Charadrius.pallidus,1852,NA
Charadrius.pecuarius,1823,NA
Charadrius.peronii,1865,NA
Charadrius.placidus,1863,NA
Charadrius.semipalmatus,1825,NA
Charadrius.tricollaris,1818,NA
Charadrius.veredus,1848,NA
Charadrius.vociferus,1758,NA
Charadrius.wilsonia,1814,NA
Charitospiza.eucosma,1905,NA
Chauna.chavaria,1766,NA
Chauna.torquata,1816,NA
Chelictinia.riocourii,1822,NA
Chelidoptera.tenebrosa,1782,NA
Chen.caerulescens,1758,NA
Chen.canagica,1802,NA
Chen.rossii,1861,NA
Chersomanes.albofasciata,1836,NA
Chersophilus.duponti,1820,NA
Chionis.albus,1789,NA
Chiroxiphia.boliviana,1889,NA
Chiroxiphia.caudata,1793,NA
Chiroxiphia.lanceolata,1830,NA
Chiroxiphia.linearis,1838,NA
Chiroxiphia.pareola,1766,NA
Chlamydotis.undulata,1784,NA
Chlidonias.hybrida,1811,NA
Chlidonias.leucopterus,1815,NA
Chlidonias.niger,1758,NA
Chloephaga.hybrida,1782,NA
Chloephaga.melanoptera,1838,NA
Chloephaga.picta,1789,NA
Chloephaga.poliocephala,1857,NA
Chloephaga.rubidiceps,1861,NA
Chlorestes.notata,1793,NA
Chloroceryle.aenea,1764,NA
Chloroceryle.amazona,1790,NA
Chloroceryle.americana,1788,NA
Chloroceryle.inda,1766,NA
Chlorochrysa.calliparaea,1844,NA
Chlorochrysa.nitidissima,1873,NA
Chlorochrysa.phoenicotis,1851,NA
Chlorocichla.falkensteini,1874,NA
Chlorocichla.flavicollis,1837,NA
Chlorocichla.flaviventris,1834,NA
Chlorocichla.laetissima,1899,NA
Chlorocichla.prigoginei,1967,NA
Chlorocichla.simplex,1855,NA
Chloropeta.gracilirostris,1906,NA
Chloropeta.natalensis,1847,NA
Chloropeta.similis,1897,NA
Chlorophanes.spiza,1758,NA
Chlorophonia.callophrys,1861,NA
Chlorophonia.cyanea,1822,NA
Chlorophonia.flavirostris,1861,NA
Chlorophonia.occipitalis,1847,NA
Chlorophonia.pyrrhophrys,1851,NA
Chloropsis.aurifrons,1829,NA
Chloropsis.cochinchinensis,1788,NA
Chloropsis.cyanopogon,1829,NA
Chloropsis.hardwickii,1830,NA
Chloropsis.jerdoni,1844,NA
Chloropsis.sonnerati,1827,NA
Chlorornis.riefferii,1840,NA
Chlorospingus.canigularis,1848,NA
Chlorospingus.flavigularis,1852,NA
Chlorospingus.flavovirens,1867,NA
Chlorospingus.inornatus,1912,NA
Chlorospingus.ophthalmicus,1847,NA
Chlorospingus.parvirostris,1901,NA
Chlorospingus.pileatus,1864,NA
Chlorospingus.semifuscus,1873,NA
Chlorospingus.tacarcunae,1924,NA
Chlorostilbon.alice,1848,NA
Chlorostilbon.assimilis,1861,NA
Chlorostilbon.auriceps,1852,NA
Chlorostilbon.canivetii,1832,NA
Chlorostilbon.gibsoni,1840,NA
Chlorostilbon.lucidus,1838,NA
Chlorostilbon.melanorhynchus,1860,NA
Chlorostilbon.mellisugus,1758,NA
Chlorostilbon.olivaresi,1996,NA
Chlorostilbon.poortmani,1843,NA
Chlorostilbon.russatus,1881,NA
Chlorostilbon.stenurus,1860,NA
Chlorothraupis.carmioli,1868,NA
Chlorothraupis.olivacea,1860,NA
Chlorothraupis.stolzmanni,1883,NA
Chondestes.grammacus,1823,NA
Chondrohierax.uncinatus,1822,NA
Chordeiles.acutipennis,1783,NA
Chordeiles.gundlachii,1856,NA
Chordeiles.minor,1771,NA
Chordeiles.nacunda,1817,NA
Chordeiles.pusillus,1861,NA
Chordeiles.rupestris,1825,NA
Chrysococcyx.caprius,1783,NA
Chrysococcyx.cupreus,1792,NA
Chrysococcyx.flavigularis,1880,NA
Chrysococcyx.klaas,1815,NA
Chrysococcyx.maculatus,1788,NA
Chrysococcyx.minutillus,1859,NA
Chrysococcyx.russatus,1868,NA
Chrysococcyx.xanthorhynchus,1821,NA
Chrysocolaptes.festivus,1783,NA
Chrysocolaptes.lucidus,1786,NA
Chrysolampis.mosquitus,1758,NA
Chrysolophus.amherstiae,1829,NA
Chrysolophus.pictus,1758,NA
Chrysomma.altirostre,1862,NA
Chrysomma.poecilotis,1870,NA
Chrysomma.sinense,1789,NA
Chrysomus.icterocephalus,1766,NA
Chrysomus.ruficapillus,1819,NA
Chrysothlypis.chrysomelas,1869,NA
Chrysothlypis.salmoni,1886,NA
Chrysuronia.oenone,1832,NA
Chunga.burmeisteri,1860,NA
Cichladusa.arquata,1863,NA
Cichladusa.guttata,1862,NA
Cichladusa.ruficauda,1857,NA
Cichlocolaptes.leucophrus,1830,NA
Cichlopsis.leucogenys,1850,NA
Ciconia.abdimii,1823,NA
Ciconia.boyciana,1873,NA
Ciconia.ciconia,1758,NA
Ciconia.episcopus,1783,NA
Ciconia.maguari,1789,NA
Ciconia.nigra,1758,NA
Ciconia.stormi,1896,NA
Cinclidium.frontale,1842,NA
Cinclidium.leucurum,1845,NA
Cinclodes.albidiventris,1860,NA
Cinclodes.albiventris,1861,NA
Cinclodes.antarcticus,1826,NA
Cinclodes.aricomae,1932,NA
Cinclodes.atacamensis,1857,NA
Cinclodes.comechingonus,1944,NA
Cinclodes.excelsior,1860,NA
Cinclodes.fuscus,1818,NA
Cinclodes.nigrofumosus,1838,NA
Cinclodes.olrogi,1979,NA
Cinclodes.oustaleti,1900,NA
Cinclodes.pabsti,1969,NA
Cinclodes.palliatus,1844,NA
Cinclodes.patagonicus,1789,NA
Cinclodes.taczanowskii,1892,NA
Cinclus.cinclus,1758,NA
Cinclus.leucocephalus,1844,NA
Cinclus.mexicanus,1827,NA
Cinclus.pallasii,1820,NA
Cinclus.schulzi,1882,NA
Cinnycerthia.fulva,1874,NA
Cinnycerthia.olivascens,1881,NA
Cinnycerthia.peruana,1873,NA
Cinnycerthia.unirufa,1840,NA
Cinnyricinclus.femoralis,1897,NA
Cinnyricinclus.leucogaster,1783,NA
Cinnyricinclus.sharpii,1898,NA
Circaetus.beaudouini,1862,NA
Circaetus.cinerascens,1851,NA
Circaetus.cinereus,1818,NA
Circaetus.fasciolatus,1850,NA
Circaetus.gallicus,1788,NA
Circaetus.pectoralis,1829,NA
Circus.aeruginosus,1758,NA
Circus.buffoni,1788,NA
Circus.cinereus,1816,NA
Circus.cyaneus,1766,NA
Circus.macrourus,1770,NA
Circus.maurus,1828,NA
Circus.melanoleucos,1769,NA
Circus.pygargus,1758,NA
Circus.ranivorus,1800,NA
Circus.spilonotus,1847,NA
Cissa.chinensis,1783,NA
Cissa.hypoleuca,1885,NA
Cissopis.leverianus,1788,NA
Cisticola.aberdare,1930,NA
Cisticola.aberrans,1843,NA
Cisticola.angusticauda,1891,NA
Cisticola.anonymus,1855,NA
Cisticola.aridulus,1900,NA
Cisticola.ayresii,1863,NA
Cisticola.bodessa,1913,NA
