species,description_year,extinction_year
Cisticola.brachypterus,1870,NA
Cisticola.brunnescens,1862,NA
Cisticola.bulliens,1930,NA
Cisticola.cantans,1869,NA
Cisticola.carruthersi,1909,NA
Cisticola.chiniana,1843,NA
Cisticola.chubbi,1892,NA
Cisticola.cinereolus,1888,NA
Cisticola.dambo,1931,NA
Cisticola.discolor,1893,NA
Cisticola.erythrops,1857,NA
Cisticola.exilis,1827,NA
Cisticola.eximius,1869,NA
Cisticola.fulvicapilla,1817,NA
Cisticola.galactotes,1821,NA
Cisticola.guinea,1991,NA
Cisticola.hunteri,1889,NA
Cisticola.juncidis,1810,NA
Cisticola.lais,1870,NA
Cisticola.lateralis,1843,NA
Cisticola.melanurus,1882,NA
Cisticola.nanus,1884,NA
Cisticola.natalensis,1843,NA
Cisticola.nigriloris,1897,NA
Cisticola.njombe,1933,NA
Cisticola.pipiens,1930,NA
Cisticola.restrictus,1967,NA
Cisticola.robustus,1845,NA
Cisticola.ruficeps,1827,NA
Cisticola.rufilatus,1870,NA
Cisticola.rufus,1843,NA
Cisticola.subruficapilla,1843,NA
Cisticola.textrix,1817,NA
Cisticola.tinniens,1842,NA
Cisticola.troglodytes,1864,NA
Cisticola.woosnami,1908,NA
Cistothorus.apolinari,1914,NA
Cistothorus.meridae,1907,NA
Cistothorus.palustris,1807,NA
Cistothorus.platensis,1790,NA
Clamator.coromandus,1766,NA
Clamator.glandarius,1758,NA
Clamator.jacobinus,1783,NA
Clamator.levaillantii,1829,NA
Clangula.hyemalis,1758,NA
Claravis.godefrida,1811,NA
Claravis.mondetoura,1856,NA
Claravis.pretiosa,1886,NA
Clibanornis.dendrocolaptoides,1859,NA
Clypicterus.oseryi,1849,NA
Clytoctantes.alixii,1870,NA
Clytoctantes.atrogularis,1990,NA
Clytolaema.rubricauda,1783,NA
Clytospiza.monteiri,1860,NA
Cnemarchus.erythropygius,1853,NA
Cnemoscopus.rubrirostris,1840,NA
Cnemotriccus.fuscatus,1831,NA
Cnipodectes.subbrunneus,1860,NA
Cnipodectes.superrufus,2007,NA
Coccothraustes.abeillei,1839,NA
Coccothraustes.coccothraustes,1758,NA
Coccothraustes.vespertinus,1825,NA
Coccycolius.iris,1879,NA
Coccycua.cinerea,1817,NA
Coccycua.minuta,1817,NA
Coccycua.pumila,1852,NA
Coccyzus.americanus,1758,NA
Coccyzus.erythropthalmus,1811,NA
Coccyzus.euleri,1873,NA
Coccyzus.lansbergi,1850,NA
Coccyzus.melacoryphus,1817,NA
Coccyzus.minor,1788,NA
Cochlearius.cochlearius,1766,NA
Cochoa.purpurea,1836,NA
Cochoa.viridis,1836,NA
Coeligena.bonapartei,1840,NA
Coeligena.coeligena,1833,NA
Coeligena.helianthea,1838,NA
Coeligena.iris,1854,NA
Coeligena.lutetiae,1846,NA
Coeligena.orina,1953,NA
Coeligena.phalerata,1898,NA
Coeligena.prunellei,1843,NA
Coeligena.torquata,1840,NA
Coeligena.violifer,1846,NA
Coeligena.wilsoni,1846,NA
Coereba.flaveola,1758,NA
Colaptes.atricollis,1850,NA
Colaptes.auratus,1758,NA
Colaptes.auricularis,1889,NA
Colaptes.campestris,1818,NA
Colaptes.chrysoides,1852,NA
Colaptes.melanochloros,1788,NA
Colaptes.pitius,1782,NA
Colaptes.punctigula,1783,NA
Colaptes.rivolii,1840,NA
Colaptes.rubiginosus,1820,NA
Colaptes.rupicola,1840,NA
Colibri.coruscans,1846,NA
Colibri.delphinae,1839,NA
Colibri.serrirostris,1816,NA
Colibri.thalassinus,1827,NA
Colinus.cristatus,1766,NA
Colinus.nigrogularis,1843,NA
Colinus.virginianus,1758,NA
Colius.castanotus,1855,NA
Colius.colius,1766,NA
Colius.leucocephalus,1879,NA
Colius.striatus,1789,NA
Collocalia.brevirostris,1840,NA
Collocalia.esculenta,1758,NA
Collocalia.germani,1876,NA
Collocalia.maxima,1878,NA
Collocalia.rogersi,1955,NA
Collocalia.unicolor,1840,NA
Colonia.colonus,1818,NA
Colorhamphus.parvirostris,1839,NA
Columba.albinucha,1911,NA
Columba.albitorques,1837,NA
Columba.arquatrix,1809,NA
Columba.delegorguei,1847,NA
Columba.elphinstonii,1833,NA
Columba.eversmanni,1856,NA
Columba.guinea,1758,NA
Columba.hodgsonii,1832,NA
Columba.iriditorques,1856,NA
Columba.janthina,1830,NA
Columba.leuconota,1831,NA
Columba.livia,1789,NA
Columba.oenas,1758,NA
Columba.oliviae,1918,NA
Columba.palumbus,1758,NA
Columba.pulchricollis,1846,NA
Columba.punicea,1842,NA
Columba.rupestris,1811,NA
Columba.sjostedti,1901,NA
Columba.torringtoniae,1853,NA
Columba.unicincta,1860,NA
Columbina.buckleyi,1877,NA
Columbina.cruziana,1842,NA
Columbina.cyanopis,1870,NA
Columbina.inca,1847,NA
Columbina.minuta,1766,NA
Columbina.passerina,1758,NA
Columbina.picui,1813,NA
Columbina.squammata,1831,NA
Columbina.talpacoti,1809,NA
Compsospiza.baeri,1904,NA
Compsospiza.garleppi,1893,NA
Compsothraupis.loricata,1819,NA
Conioptilon.mcilhennyi,1966,NA
Conirostrum.albifrons,1842,NA
Conirostrum.bicolor,1809,NA
Conirostrum.cinereum,1838,NA
Conirostrum.ferrugineiventre,1856,NA
Conirostrum.leucogenys,1852,NA
Conirostrum.margaritae,1931,NA
Conirostrum.rufum,1843,NA
Conirostrum.sitticolor,1840,NA
Conirostrum.speciosum,1824,NA
Conirostrum.tamarugense,1972,NA
Conopias.albovittatus,1862,NA
Conopias.cinchoneti,1844,NA
Conopias.parvus,1868,NA
Conopias.trivirgatus,1831,NA
Conopophaga.ardesiaca,1837,NA
Conopophaga.aurita,1789,NA
Conopophaga.castaneiceps,1857,NA
Conopophaga.lineata,1831,NA
Conopophaga.melanogaster,1835,NA
Conopophaga.melanops,1818,NA
Conopophaga.peruviana,1856,NA
Conopophaga.roberti,1905,NA
Conostoma.oemodium,1842,NA
Conothraupis.mesoleuca,1939,NA
Conothraupis.speculigera,1855,NA
Contopus.albogularis,1962,NA
Contopus.cinereus,1825,NA
Contopus.cooperi,1832,NA
Contopus.fumigatus,1837,NA
Contopus.lugubris,1865,NA
Contopus.nigrescens,1880,NA
Contopus.ochraceus,1869,NA
Contopus.pertinax,1859,NA
Contopus.sordidulus,1859,NA
Contopus.virens,1766,NA
Copsychus.malabaricus,1788,NA
Copsychus.saularis,1758,NA
Coracias.abyssinicus,1783,NA
Coracias.benghalensis,1758,NA
Coracias.caudatus,1766,NA
Coracias.cyanogaster,1817,NA
Coracias.garrulus,1758,NA
Coracias.naevia,1800,NA
Coracias.spatulatus,1880,NA
Coracina.azurea,1852,NA
Coracina.caesia,1823,NA
Coracina.fimbriata,1824,NA
Coracina.graueri,1908,NA
Coracina.macei,1831,NA
Coracina.melanoptera,1839,NA
Coracina.melaschistos,1836,NA
Coracina.pectoralis,1828,NA
Coracina.polioptera,1879,NA
Coracina.striata,1783,NA
Coragyps.atratus,1783,NA
Corapipo.altera,1906,NA
Corapipo.gutturalis,1766,NA
Corapipo.leucorrhoa,1863,NA
Corvinella.corvina,1809,NA
Corvus.albicollis,1790,NA
Corvus.albus,1776,NA
Corvus.brachyrhynchos,1822,NA
Corvus.capensis,1823,NA
Corvus.caurinus,1858,NA
Corvus.corax,1758,NA
Corvus.corone,1758,NA
Corvus.crassirostris,1836,NA
Corvus.cryptoleucus,1854,NA
Corvus.dauuricus,1776,NA
Corvus.edithae,1895,NA
Corvus.enca,1822,NA
Corvus.frugilegus,1758,NA
Corvus.imparatus,1929,NA
Corvus.levaillantii,1831,NA
Corvus.macrorhynchos,1827,NA
Corvus.monedula,1758,NA
Corvus.ossifragus,1812,NA
Corvus.rhipidurus,1918,NA
Corvus.ruficollis,1831,NA
Corvus.sinaloae,1958,NA
Corvus.splendens,1817,NA
Corvus.torquatus,1831,NA
Corydon.sumatranus,1822,NA
Coryphaspiza.melanotis,1822,NA
Coryphistera.alaudina,1860,NA
Coryphospingus.cucullatus,1776,NA
Coryphospingus.pileatus,1821,NA
Corythaeola.cristata,1816,NA
Corythaixoides.concolor,1833,NA
Corythaixoides.leucogaster,1842,NA
Corythaixoides.personatus,1842,NA
Corythopis.delalandi,1831,NA
Corythopis.torquatus,1844,NA
Coscoroba.coscoroba,1782,NA
Cosmopsarus.regius,1879,NA
Cosmopsarus.unicolor,1881,NA
Cossypha.albicapilla,1818,NA
Cossypha.anomala,1893,NA
Cossypha.archeri,1902,NA
Cossypha.caffra,1771,NA
Cossypha.cyanocampter,1850,NA
Cossypha.dichroa,1789,NA
Cossypha.heinrichi,1955,NA
Cossypha.heuglini,1866,NA
Cossypha.humeralis,1836,NA
Cossypha.isabellae,1862,NA
Cossypha.natalensis,1840,NA
Cossypha.niveicapilla,1838,NA
Cossypha.polioptera,1892,NA
Cossypha.semirufa,1840,NA
Cossyphicula.roberti,1903,NA
Cotinga.amabilis,1857,NA
Cotinga.cayana,1766,NA
Cotinga.cotinga,1766,NA
Cotinga.maculata,1776,NA
Cotinga.maynana,1766,NA
Cotinga.nattererii,1840,NA
Cotinga.ridgwayi,1887,NA
Coturnicops.exquisitus,1873,NA
Coturnicops.notatus,1841,NA
Coturnicops.noveboracensis,1789,NA
Coturnix.chinensis,1766,NA
Coturnix.coromandelica,1789,NA
Coturnix.coturnix,1758,NA
Coturnix.delegorguei,1847,NA
Coturnix.japonica,1849,NA
Cranioleuca.albicapilla,1873,NA
Cranioleuca.albiceps,1837,NA
Cranioleuca.antisiensis,1859,NA
Cranioleuca.baroni,1895,NA
Cranioleuca.curtata,1870,NA
Cranioleuca.demissa,1884,NA
Cranioleuca.erythrops,1860,NA
Cranioleuca.gutturata,1838,NA
Cranioleuca.hellmayri,1907,NA
Cranioleuca.henricae,1997,NA
Cranioleuca.marcapatae,1935,NA
Cranioleuca.muelleri,1911,NA
Cranioleuca.obsoleta,1853,NA
Cranioleuca.pallida,1831,NA
Cranioleuca.pyrrhophia,1818,NA
Cranioleuca.semicinerea,1853,NA
Cranioleuca.subcristata,1874,NA
Cranioleuca.sulphurifera,1869,NA
Cranioleuca.vulpecula,1866,NA
Cranioleuca.vulpina,1856,NA
Crax.alberti,1852,NA
Crax.alector,1766,NA
Crax.blumenbachii,1825,NA
Crax.daubentoni,1867,NA
Crax.fasciolata,1825,NA
Crax.globulosa,1825,NA
Crax.rubra,1758,NA
Creatophora.cinerea,1787,NA
Crecopsis.egregia,1854,NA
Creurgops.dentatus,1876,NA
Creurgops.verticalis,1858,NA
Crex.crex,1758,NA
Crinifer.piscator,1783,NA
Crinifer.zonurus,1835,NA
Criniger.barbatus,1821,NA
Criniger.calurus,1857,NA
Criniger.chloronotus,1860,NA
Criniger.ndussumensis,1904,NA
Criniger.olivaceus,1837,NA
Crocias.langbianis,1939,NA
Crossoptilon.auritum,1811,NA
Crossoptilon.crossoptilon,1838,NA
Crossoptilon.harmani,1881,NA
Crossoptilon.mantchuricum,1863,NA
Crotophaga.ani,1758,NA
Crotophaga.major,1788,NA
Crotophaga.sulcirostris,1827,NA
Crypsirina.cucullata,1862,NA
Crypsirina.temia,1800,NA
Cryptospiza.jacksoni,1902,NA
Cryptospiza.reichenovii,1874,NA
Cryptospiza.salvadorii,1892,NA
Cryptospiza.shelleyi,1902,NA
Crypturellus.atrocapillus,1844,NA
Crypturellus.bartletti,1873,NA
Crypturellus.berlepschi,1897,NA
Crypturellus.boucardi,1859,NA
Crypturellus.brevirostris,1863,NA
Crypturellus.casiquiare,1929,NA
Crypturellus.cinereus,1789,NA
Crypturellus.cinnamomeus,1842,NA
Crypturellus.duidae,1938,NA
Crypturellus.erythropus,1863,NA
Crypturellus.kerriae,1915,NA
Crypturellus.noctivagus,1820,NA
Crypturellus.obsoletus,1815,NA
Crypturellus.parvirostris,1827,NA
Crypturellus.ptaritepui,1945,NA
Crypturellus.soui,1783,NA
Crypturellus.strigulosus,1815,NA
Crypturellus.tataupa,1815,NA
Crypturellus.transfasciatus,1878,NA
Crypturellus.undulatus,1815,NA
Crypturellus.variegatus,1789,NA
Cuculus.canorus,1758,NA
Cuculus.clamosus,1801,NA
Cuculus.fugax,1821,NA
Cuculus.gularis,1815,NA
Cuculus.lepidus,1845,NA
Cuculus.micropterus,1837,NA
Cuculus.optatus,1845,NA
Cuculus.poliocephalus,1790,NA
Cuculus.rochii,1863,NA
Cuculus.saturatus,1843,NA
Cuculus.solitarius,1815,NA
Cuculus.sparverioides,1832,NA
Cuculus.vagans,1845,NA
Cuculus.varius,1797,NA
Culicicapa.ceylonensis,1820,NA
Culicivora.caudacuta,1818,NA
Curaeus.curaeus,1782,NA
Curaeus.forbesi,1886,NA
Cursorius.coromandelicus,1789,NA
Cursorius.cursor,1787,NA
Cursorius.rufus,1837,NA
Cursorius.somalensis,1885,NA
Cursorius.temminckii,1822,NA
Cutia.legalleni,1919,NA
Cutia.nipalensis,1837,NA
Cyanerpes.caeruleus,1758,NA
Cyanerpes.cyaneus,1766,NA
Cyanerpes.lucidus,1859,NA
Cyanerpes.nitidus,1847,NA
Cyanicterus.cyanicterus,1819,NA
Cyanochen.cyanoptera,1845,NA
Cyanocitta.cristata,1758,NA
Cyanocitta.stelleri,1788,NA
Cyanocompsa.brissonii,1823,NA
Cyanocompsa.cyanoides,1847,NA
Cyanocompsa.parellina,1850,NA
Cyanocorax.affinis,1856,NA
Cyanocorax.beecheii,1829,NA
Cyanocorax.caeruleus,1818,NA
Cyanocorax.cayanus,1766,NA
Cyanocorax.chrysops,1818,NA
Cyanocorax.cristatellus,1823,NA
Cyanocorax.cyanomelas,1818,NA
Cyanocorax.cyanopogon,1821,NA
Cyanocorax.dickeyi,1935,NA
Cyanocorax.heilprini,1885,NA
Cyanocorax.melanocyaneus,1844,NA
Cyanocorax.mystacalis,1835,NA
Cyanocorax.sanblasianus,1842,NA
Cyanocorax.violaceus,1847,NA
Cyanocorax.yncas,1783,NA
Cyanocorax.yucatanicus,1875,NA
Cyanoliseus.patagonus,1818,NA
Cyanoloxia.glaucocaerulea,1837,NA
Cyanolyca.argentigula,1875,NA
Cyanolyca.armillata,1845,NA
Cyanolyca.cucullata,1885,NA
Cyanolyca.mirabilis,1903,NA
Cyanolyca.nana,1847,NA
Cyanolyca.pulchra,1876,NA
Cyanolyca.pumilo,1849,NA
Cyanolyca.turcosa,1853,NA
Cyanolyca.viridicyanus,1838,NA
Cyanopica.cyanus,1776,NA
Cyanopsitta.spixii,1832,NA
Cyanoptila.cyanomelana,1829,NA
Cyclarhis.gujanensis,1789,NA
Cyclarhis.nigrirostris,1842,NA
Cygnus.buccinator,1832,NA
Cygnus.columbianus,1815,NA
Cygnus.cygnus,1758,NA
Cygnus.melancoryphus,1782,NA
Cygnus.olor,1789,NA
Cymbilaimus.lineatus,1814,NA
Cymbilaimus.sanctaemariae,1941,NA
Cymbirhynchus.macrorhynchos,1788,NA
Cynanthus.latirostris,1827,NA
Cynanthus.sordidus,1859,NA
Cyornis.banyumas,1821,NA
Cyornis.concretus,1835,NA
Cyornis.hainanus,1900,NA
Cyornis.magnirostris,1849,NA
Cyornis.pallipes,1840,NA
Cyornis.poliogenys,1879,NA
Cyornis.rubeculoides,1831,NA
Cyornis.rufigastra,1822,NA
Cyornis.tickelliae,1843,NA
Cyornis.turcosus,1877,NA
Cyornis.unicolor,1843,NA
Cyphorhinus.arada,1783,NA
Cyphorhinus.phaeocephalus,1860,NA
Cyphorhinus.thoracicus,1844,NA
Cypseloides.cherriei,1893,NA
Cypseloides.cryptus,1945,NA
Cypseloides.fumigatus,1848,NA
Cypseloides.lemosi,1963,NA
Cypseloides.niger,1789,NA
Cypseloides.rothschildi,1945,NA
Cypseloides.senex,1826,NA
Cypseloides.storeri,1992,NA
Cypsiurus.balasiensis,1829,NA
Cypsiurus.parvus,1823,NA
Cypsnagra.hirundinacea,1823,NA
Cyrtonyx.montezumae,1830,NA
Cyrtonyx.ocellatus,1837,NA
Dacnis.albiventris,1852,NA
Dacnis.berlepschi,1900,NA
Dacnis.cayana,1766,NA
Dacnis.flaviventer,1837,NA
Dacnis.hartlaubi,1855,NA
Dacnis.lineata,1789,NA
Dacnis.nigripes,1856,NA
Dacnis.venusta,1862,NA
Dacnis.viguieri,1883,NA
Dactylortyx.thoracicus,1848,NA
Damophila.julie,1842,NA
Daption.capense,1758,NA
Daptrius.ater,1816,NA
Deconychura.longicauda,1868,NA
Delichon.dasypus,1850,NA
Delichon.nipalense,1854,NA
Delichon.urbicum,1758,NA
Delothraupis.castaneoventris,1851,NA
Deltarhynchus.flammulatus,1875,NA
Dendragapus.canadensis,1758,NA
Dendragapus.falcipennis,1855,NA
Dendragapus.fuliginosus,1873,NA
Dendragapus.obscurus,1823,NA
Dendrexetastes.rufigula,1844,NA
Dendrocincla.anabatina,1859,NA
Dendrocincla.fuliginosa,1818,NA
Dendrocincla.homochroa,1859,NA
Dendrocincla.merula,1820,NA
Dendrocincla.tyrannina,1851,NA
Dendrocitta.formosae,1863,NA
Dendrocitta.frontalis,1840,NA
Dendrocitta.leucogastra,1833,NA
Dendrocitta.vagabunda,1790,NA
Dendrocolaptes.certhia,1783,NA
Dendrocolaptes.hoffmannsi,1909,NA
Dendrocolaptes.picumnus,1820,NA
Dendrocolaptes.platyrostris,1824,NA
Dendrocolaptes.sanctithomae,1852,NA
Dendrocopos.assimilis,1849,NA
Dendrocopos.atratus,1849,NA
Dendrocopos.auriceps,1831,NA
Dendrocopos.canicapillus,1845,NA
Dendrocopos.cathpharius,1843,NA
Dendrocopos.darjellensis,1845,NA
Dendrocopos.dorae,1935,NA
Dendrocopos.himalayensis,1835,NA
Dendrocopos.hyperythrus,1831,NA
Dendrocopos.kizuki,1836,NA
Dendrocopos.leucopterus,1870,NA
Dendrocopos.leucotos,1803,NA
Dendrocopos.macei,1818,NA
Dendrocopos.mahrattensis,1801,NA
Dendrocopos.major,1758,NA
Dendrocopos.medius,1758,NA
Dendrocopos.minor,1758,NA
Dendrocopos.moluccensis,1788,NA
Dendrocopos.nanus,1832,NA
Dendrocopos.obsoletus,1829,NA
Dendrocopos.syriacus,1833,NA
Dendrocygna.autumnalis,1758,NA
Dendrocygna.bicolor,1816,NA
Dendrocygna.javanica,1821,NA
Dendrocygna.viduata,1766,NA
Dendroica.caerulescens,1789,NA
Dendroica.castanea,1810,NA
Dendroica.cerulea,1810,NA
Dendroica.chrysoparia,1861,NA
Dendroica.coronata,1766,NA
Dendroica.discolor,1809,NA
Dendroica.dominica,1766,NA
Dendroica.fusca,1776,NA
Dendroica.graciae,1865,NA
Dendroica.kirtlandii,1852,NA
Dendroica.magnolia,1811,NA
Dendroica.nigrescens,1837,NA
Dendroica.occidentalis,1837,NA
Dendroica.palmarum,1789,NA
Dendroica.pensylvanica,1766,NA
Dendroica.petechia,1766,NA
Dendroica.pinus,1766,NA
Dendroica.striata,1772,NA
Dendroica.tigrina,1789,NA
Dendroica.townsendi,1837,NA
Dendroica.virens,1789,NA
Dendronanthus.indicus,1789,NA
Dendropicos.abyssinicus,1814,NA
Dendropicos.elachus,1919,NA
Dendropicos.fuscescens,1818,NA
Dendropicos.gabonensis,1851,NA
Dendropicos.poecilolaemus,1893,NA
Dendropicos.stierlingi,1901,NA
Dendroplex.kienerii,1934,NA
Dendroplex.picus,1788,NA
Dendrortyx.barbatus,1846,NA
Dendrortyx.leucophrys,1844,NA
Dendrortyx.macroura,1828,NA
Deroptyus.accipitrinus,1758,NA
Dicaeum.agile,1833,NA
Dicaeum.chrysorrheum,1829,NA
Dicaeum.concolor,1840,NA
Dicaeum.cruentatum,1758,NA
Dicaeum.erythrorhynchos,1790,NA
Dicaeum.everetti,1877,NA
Dicaeum.ignipectus,1843,NA
Dicaeum.melanoxanthum,1843,NA
Dicaeum.trigonostigma,1786,NA
Dicaeum.vincens,1872,NA
Dichrozona.cincta,1868,NA
Dicrurus.adsimilis,1794,NA
Dicrurus.aeneus,1817,NA
Dicrurus.annectans,1836,NA
Dicrurus.atripennis,1837,NA
Dicrurus.caerulescens,1758,NA
Dicrurus.hottentottus,1766,NA
Dicrurus.leucophaeus,1817,NA
Dicrurus.ludwigii,1834,NA
Dicrurus.macrocercus,1817,NA
Dicrurus.paradiseus,1766,NA
Dicrurus.remifer,1823,NA
Diglossa.albilatera,1843,NA
Diglossa.baritula,1832,NA
Diglossa.brunneiventris,1846,NA
Diglossa.caerulescens,1856,NA
Diglossa.carbonaria,1838,NA
Diglossa.cyanea,1840,NA
Diglossa.duidae,1929,NA
Diglossa.glauca,1876,NA
Diglossa.gloriosa,1870,NA
Diglossa.gloriosissima,1912,NA
Diglossa.humeralis,1840,NA
Diglossa.indigotica,1856,NA
Diglossa.lafresnayii,1840,NA
Diglossa.major,1849,NA
Diglossa.mystacalis,1846,NA
Diglossa.plumbea,1861,NA
Diglossa.sittoides,1838,NA
Diglossa.venezuelensis,1925,NA
Dinemellia.dinemelli,1845,NA
Dinopium.benghalense,1758,NA
Dinopium.javanense,1797,NA
Dinopium.rafflesii,1830,NA
Dinopium.shorii,1832,NA
Diomedea.dabbenena,1929,NA
Diomedea.epomophora,1825,NA
Diomedea.exulans,1758,NA
Diomedea.sanfordi,1917,NA
Diopsittaca.nobilis,1758,NA
Dioptrornis.brunneus,1886,NA
Dioptrornis.chocolatinus,1840,NA
Dioptrornis.fischeri,1884,NA
Discosura.conversii,1846,NA
Discosura.langsdorffi,1821,NA
Discosura.letitiae,1852,NA
Discosura.longicaudus,1788,NA
Discosura.popelairii,1846,NA
Diuca.diuca,1782,NA
Diuca.speculifera,1837,NA
Dives.dives,1830,NA
Dives.warszewiczi,1861,NA
Dolichonyx.oryzivorus,1758,NA
Doliornis.remseni,1994,NA
Doliornis.sclateri,1874,NA
Dolospingus.fringilloides,1870,NA
Donacobius.atricapilla,1766,NA
Donacospiza.albifrons,1817,NA
Doricha.eliza,1839,NA
Doricha.enicura,1818,NA
Doryfera.johannae,1847,NA
Doryfera.ludovicae,1847,NA
Dromas.ardeola,1805,NA
Dromococcyx.pavoninus,1870,NA
Dromococcyx.phasianellus,1824,NA
Drymocichla.incana,1881,NA
Drymophila.caudata,1855,NA
Drymophila.devillei,1906,NA
Drymophila.ferruginea,1822,NA
Drymophila.genei,1847,NA
Drymophila.malura,1825,NA
Drymophila.ochropyga,1906,NA
Drymophila.rubricollis,1901,NA
Drymophila.squamata,1823,NA
Drymornis.bridgesii,1849,NA
Drymotoxeres.pucherani,1849,NA
Dryocopus.galeatus,1822,NA
Dryocopus.javensis,1879,NA
Dryocopus.lineatus,1766,NA
Dryocopus.martius,1758,NA
Dryocopus.pileatus,1758,NA
Dryocopus.schulzi,1883,NA
Dryoscopus.angolensis,1860,NA
Dryoscopus.cubla,1809,NA
Dryoscopus.gambensis,1823,NA
Dryoscopus.pringlii,1893,NA
Dryoscopus.sabini,1831,NA
Dryoscopus.senegalensis,1857,NA
Dryotriorchis.spectabilis,1863,NA
Dubusia.taeniata,1840,NA
Ducula.aenea,1766,NA
Ducula.badia,1822,NA
Ducula.bicolor,1786,NA
Dumetella.carolinensis,1766,NA
Dumetia.hyperythra,1831,NA
Dysithamnus.leucostictus,1858,NA
Dysithamnus.mentalis,1823,NA
Dysithamnus.occidentalis,1923,NA
Dysithamnus.plumbeus,1831,NA
Dysithamnus.puncticeps,1866,NA
Dysithamnus.stictothorax,1823,NA
Dysithamnus.striaticeps,1865,NA
Dysithamnus.xanthopterus,1856,NA
Egretta.ardesiaca,1827,NA
Egretta.caerulea,1758,NA
Egretta.eulophotes,1860,NA
Egretta.garzetta,1766,NA
Egretta.gularis,1792,NA
Egretta.rufescens,1789,NA
Egretta.sacra,1789,NA
Egretta.thula,1782,NA
Egretta.tricolor,1776,NA
Egretta.vinaceigula,1895,NA
Elaenia.albiceps,1837,NA
Elaenia.chiriquensis,1865,NA
Elaenia.cristata,1868,NA
Elaenia.dayi,1929,NA
Elaenia.flavogaster,1822,NA
Elaenia.frantzii,1865,NA
Elaenia.gigas,1871,NA
Elaenia.martinica,1766,NA
Elaenia.mesoleuca,1830,NA
Elaenia.obscura,1837,NA
Elaenia.pallatangae,1861,NA
Elaenia.parvirostris,1868,NA
Elaenia.pelzelni,1907,NA
Elaenia.ruficeps,1868,NA
Elaenia.spectabilis,1868,NA
Elaenia.strepera,1883,NA
Elanoides.forficatus,1758,NA
Elanus.caeruleus,1789,NA
Elanus.leucurus,1818,NA
Electron.carinatum,1847,NA
Electron.platyrhynchum,1829,NA
Eleoscytalopus.indigoticus,1831,NA
Eleoscytalopus.psychopompus,1989,NA
Eleothreptus.anomalus,1838,NA
Eleothreptus.candicans,1867,NA
Elminia.albicauda,1877,NA
Elminia.albiventris,1893,NA
Elminia.albonotata,1891,NA
Elminia.longicauda,1838,NA
Elminia.nigromitrata,1874,NA
Elvira.chionura,1851,NA
Elvira.cupreiceps,1867,NA
Emberiza.affinis,1867,NA
Emberiza.aureola,1773,NA
Emberiza.bruniceps,1841,NA
Emberiza.buchanani,1844,NA
Emberiza.cabanisi,1875,NA
Emberiza.caesia,1828,NA
Emberiza.capensis,1766,NA
Emberiza.chrysophrys,1776,NA
Emberiza.cia,1766,NA
Emberiza.cineracea,1855,NA
Emberiza.cioides,1843,NA
Emberiza.cirlus,1766,NA
Emberiza.citrinella,1758,NA
Emberiza.elegans,1835,NA
Emberiza.flaviventris,1815,NA
Emberiza.fucata,1776,NA
Emberiza.godlewskii,1874,NA
Emberiza.hortulana,1758,NA
Emberiza.impetuani,1836,NA
Emberiza.jankowskii,1888,NA
Emberiza.koslowi,1904,NA
Emberiza.leucocephalos,1771,NA
Emberiza.melanocephala,1769,NA
Emberiza.pallasi,1851,NA
Emberiza.poliopleura,1888,NA
Emberiza.pusilla,1776,NA
Emberiza.rustica,1776,NA
Emberiza.rutila,1776,NA
Emberiza.schoeniclus,1758,NA
Emberiza.spodocephala,1776,NA
Emberiza.stewarti,1854,NA
Emberiza.striolata,1823,NA
Emberiza.tahapisi,1836,NA
Emberiza.tristrami,1870,NA
Emberiza.variabilis,1835,NA
Emberiza.yessoensis,1863,NA
Emberizoides.duidae,1929,NA
Emberizoides.herbicola,1817,NA
Emberizoides.ypiranganus,1907,NA
Embernagra.longicauda,1844,NA
Embernagra.platensis,1789,NA
Eminia.lepida,1881,NA
Empidonax.affinis,1827,NA
Empidonax.albigularis,1859,NA
Empidonax.alnorum,1895,NA
Empidonax.atriceps,1870,NA
Empidonax.difficilis,1858,NA
Empidonax.flavescens,1865,NA
Empidonax.flaviventris,1843,NA
Empidonax.fulvifrons,1841,NA
Empidonax.hammondii,1858,NA
Empidonax.minimus,1843,NA
Empidonax.oberholseri,1939,NA
Empidonax.occidentalis,1897,NA
Empidonax.traillii,1828,NA
Empidonax.virescens,1818,NA
Empidonax.wrightii,1858,NA
Empidonomus.aurantioatrocristatus,1837,NA
Empidonomus.varius,1818,NA
Empidornis.semipartitus,1840,NA
Enicognathus.ferrugineus,1776,NA
Enicognathus.leptorhynchus,1831,NA
Enicurus.immaculatus,1836,NA
Enicurus.leschenaulti,1818,NA
Enicurus.maculatus,1831,NA
Enicurus.ruficapillus,1823,NA
Enicurus.schistaceus,1836,NA
Enicurus.scouleri,1832,NA
Ensifera.ensifera,1839,NA
Entomodestes.coracinus,1897,NA
Entomodestes.leucotis,1844,NA
Eophona.migratoria,1903,NA
Eophona.personata,1848,NA
Ephippiorhynchus.asiaticus,1790,NA
Ephippiorhynchus.senegalensis,1800,NA
Epinecrophylla.erythrura,1890,NA
Epinecrophylla.fjeldsaai,1999,NA
Epinecrophylla.fulviventris,1862,NA
Epinecrophylla.haematonota,1857,NA
Epinecrophylla.leucophthalma,1868,NA
Epinecrophylla.ornata,1853,NA
Epinecrophylla.spodionota,1880,NA
Eremalauda.dunni,1904,NA
