species,description_year,extinction_year
Crocidura.crenata,1965,NA
Crocidura.crossei,1895,NA
Crocidura.cyanea,1838,NA
Crocidura.denti,1915,NA
Crocidura.desperata,1991,NA
Crocidura.dolichura,1876,NA
Crocidura.douceti,1957,NA
Crocidura.dsinezumi,1842,NA
Crocidura.eisentrauti,1957,NA
Crocidura.elgonius,1910,NA
Crocidura.erica,1915,NA
Crocidura.fischeri,1885,NA
Crocidura.flavescens,1827,NA
Crocidura.floweri,1915,NA
Crocidura.foxi,1915,NA
Crocidura.fuliginosa,1856,NA
Crocidura.fulvastra,1843,NA
Crocidura.fumosa,1904,NA
Crocidura.fuscomurina,1865,NA
Crocidura.glassi,1966,NA
Crocidura.gmelini,1811,NA
Crocidura.goliath,1906,NA
Crocidura.gracilipes,1870,NA
Crocidura.grandiceps,1983,NA
Crocidura.grassei,1965,NA
Crocidura.greenwoodi,1966,NA
Crocidura.harenna,1990,NA
Crocidura.hikmiya,2007,NA
Crocidura.hildegardeae,1904,NA
Crocidura.hilliana,1995,NA
Crocidura.hirta,1852,NA
Crocidura.horsfieldii,1856,NA
Crocidura.hutanis,1995,NA
Crocidura.indochinensis,1922,NA
Crocidura.jacksoni,1904,NA
Crocidura.jenkinsi,1978,NA
Crocidura.jouvenetae,1958,NA
Crocidura.katinka,1937,NA
Crocidura.kivuana,1968,NA
Crocidura.lamottei,1968,NA
Crocidura.lanosa,1968,NA
Crocidura.lasiura,1890,NA
Crocidura.latona,1916,NA
Crocidura.leucodon,1780,NA
Crocidura.littoralis,1910,NA
Crocidura.longipes,1983,NA
Crocidura.lucina,1980,NA
Crocidura.ludia,1916,NA
Crocidura.luna,1910,NA
Crocidura.lusitania,1915,NA
Crocidura.macarthuri,1934,NA
Crocidura.macmillani,1915,NA
Crocidura.macowi,1915,NA
Crocidura.malayana,1911,NA
Crocidura.manengubae,1982,NA
Crocidura.maquassiensis,1946,NA
Crocidura.mariquensis,1844,NA
Crocidura.maurisca,1904,NA
Crocidura.miya,1929,NA
Crocidura.monax,1910,NA
Crocidura.monticola,1870,NA
Crocidura.montis,1906,NA
Crocidura.muricauda,1900,NA
Crocidura.mutesae,1910,NA
Crocidura.nana,1890,NA
Crocidura.nanilla,1909,NA
Crocidura.negligens,1914,NA
Crocidura.nigeriae,1915,NA
Crocidura.nigricans,1889,NA
Crocidura.nigrofusca,1895,NA
Crocidura.nimbae,1956,NA
Crocidura.niobe,1906,NA
Crocidura.obscurior,1958,NA
Crocidura.olivieri,1827,NA
Crocidura.pachyura,1835,NA
Crocidura.parvipes,1910,NA
Crocidura.pasha,1915,NA
Crocidura.pergrisea,1913,NA
Crocidura.phaeura,1936,NA
Crocidura.picea,1940,NA
Crocidura.pitmani,1932,NA
Crocidura.planiceps,1910,NA
Crocidura.poensis,1843,NA
Crocidura.polia,1916,NA
Crocidura.pullata,1911,NA
Crocidura.raineyi,1912,NA
Crocidura.ramona,1996,NA
Crocidura.rapax,1923,NA
Crocidura.religiosa,1827,NA
Crocidura.roosevelti,1910,NA
Crocidura.russula,1780,NA
Crocidura.selina,1915,NA
Crocidura.serezkyensis,1929,NA
Crocidura.shantungensis,1901,NA
Crocidura.sibirica,1930,NA
Crocidura.sicula,1900,NA
Crocidura.silacea,1895,NA
Crocidura.smithii,1895,NA
Crocidura.somalica,1895,NA
Crocidura.stenocephala,1979,NA
Crocidura.suaveolens,1811,NA
Crocidura.susiana,1978,NA
Crocidura.tanakae,1938,NA
Crocidura.tansaniana,1986,NA
Crocidura.tarella,1915,NA
Crocidura.tarfayensis,1980,NA
Crocidura.telfordi,1986,NA
Crocidura.thalia,1980,NA
Crocidura.theresae,1968,NA
Crocidura.turba,1910,NA
Crocidura.ultima,1915,NA
Crocidura.usambarae,1980,NA
Crocidura.viaria,1834,NA
Crocidura.virgata,1940,NA
Crocidura.voi,1910,NA
Crocidura.vorax,1923,NA
Crocidura.watasei,1924,NA
Crocidura.whitakeri,1898,NA
Crocidura.wimmeri,1958,NA
Crocidura.wuchihensis,1966,NA
Crocidura.xantippe,1910,NA
Crocidura.yankariensis,1980,NA
Crocidura.zaphiri,1915,NA
Crocidura.zarudnyi,1928,NA
Crocidura.zimmeri,1936,NA
Crocuta.crocuta,1777,NA
Crossarchus.alexandri,1907,NA
Crossarchus.ansorgei,1910,NA
Crossarchus.obscurus,1825,NA
Crossarchus.platycephalus,1984,NA
Cryptochloris.wintoni,1907,NA
Cryptochloris.zyli,1938,NA
Cryptomys.anselli,1999,NA
Cryptomys.bocagei,1897,NA
Cryptomys.damarensis,1838,NA
Cryptomys.darlingi,1895,NA
Cryptomys.foxi,1911,NA
Cryptomys.hottentotus,1826,NA
Cryptomys.kafuensis,1999,NA
Cryptomys.mechowi,1881,NA
Cryptomys.ochraceocinereus,1864,NA
Cryptomys.zechi,1900,NA
Cryptonanus.agricolai,1943,NA
Cryptonanus.chacoensis,1931,NA
Cryptonanus.unduaviensis,1931,NA
Cryptotis.alticola,1895,NA
Cryptotis.brachyonyx,2003,NA
Cryptotis.colombiana,1993,NA
Cryptotis.endersi,1950,NA
Cryptotis.equatoris,1912,NA
Cryptotis.goldmani,1895,NA
Cryptotis.goodwini,1933,NA
Cryptotis.gracilis,1911,NA
Cryptotis.griseoventris,1933,NA
Cryptotis.hondurensis,1992,NA
Cryptotis.magna,1895,NA
Cryptotis.mayensis,1901,NA
Cryptotis.medellinia,1921,NA
Cryptotis.mera,1912,NA
Cryptotis.meridensis,1898,NA
Cryptotis.merriami,1970,NA
Cryptotis.mexicana,1877,NA
Cryptotis.montivaga,1921,NA
Cryptotis.nelsoni,1895,NA
Cryptotis.nigrescens,1895,NA
Cryptotis.obscura,1895,NA
Cryptotis.orophila,1895,NA
Cryptotis.parva,1823,NA
Cryptotis.peregrina,1895,NA
Cryptotis.peruviensis,1997,NA
Cryptotis.phillipsii,1966,NA
Cryptotis.squamipes,1912,NA
Cryptotis.tamensis,2002,NA
Cryptotis.thomasi,1897,NA
Cryptotis.tropicalis,1895,NA
Ctenodactylus.gundi,1776,NA
Ctenodactylus.vali,1902,NA
Ctenomys.argentinus,1982,NA
Ctenomys.australis,1934,NA
Ctenomys.azarae,1903,NA
Ctenomys.bergi,1902,NA
Ctenomys.boliviensis,1848,NA
Ctenomys.bonettoi,1982,NA
Ctenomys.brasiliensis,1826,NA
Ctenomys.budini,1913,NA
Ctenomys.colburni,1903,NA
Ctenomys.coludo,1920,NA
Ctenomys.conoveri,1946,NA
Ctenomys.coyhaiquensis,1994,NA
Ctenomys.dorbignyi,1984,NA
Ctenomys.dorsalis,1900,NA
Ctenomys.emilianus,1926,NA
Ctenomys.famosus,1920,NA
Ctenomys.flamarioni,1981,NA
Ctenomys.fochi,1919,NA
Ctenomys.fodax,1910,NA
Ctenomys.frater,1902,NA
Ctenomys.fulvus,1860,NA
Ctenomys.goodfellowi,1921,NA
Ctenomys.haigi,1917,NA
Ctenomys.johannis,1921,NA
Ctenomys.juris,1920,NA
Ctenomys.knighti,1919,NA
Ctenomys.lami,2001,NA
Ctenomys.latro,1918,NA
Ctenomys.leucodon,1848,NA
Ctenomys.lewisi,1926,NA
Ctenomys.magellanicus,1836,NA
Ctenomys.maulinus,1872,NA
Ctenomys.mendocinus,1869,NA
Ctenomys.minutus,1887,NA
Ctenomys.occultus,1920,NA
Ctenomys.opimus,1848,NA
Ctenomys.osvaldoreigi,1995,NA
Ctenomys.pearsoni,1983,NA
Ctenomys.perrensi,1898,NA
Ctenomys.peruanus,1947,NA
Ctenomys.pilarensis,1993,NA
Ctenomys.pontifex,1918,NA
Ctenomys.porteousi,1916,NA
Ctenomys.pundti,1920,NA
Ctenomys.rionegrensis,1970,NA
Ctenomys.roigi,1988,NA
Ctenomys.saltarius,1912,NA
Ctenomys.scagliai,1999,NA
Ctenomys.sericeus,1903,NA
Ctenomys.sociabilis,1985,NA
Ctenomys.steinbachi,1907,NA
Ctenomys.sylvanus,1919,NA
Ctenomys.talarum,1898,NA
Ctenomys.torquatus,1830,NA
Ctenomys.tuconax,1925,NA
Ctenomys.tucumanus,1900,NA
Ctenomys.tulduco,1921,NA
Ctenomys.validus,1977,NA
Ctenomys.viperinus,1926,NA
Ctenomys.yolandae,1984,NA
Cuniculus.paca,1766,NA
Cuniculus.taczanowskii,1865,NA
Cuon.alpinus,1811,NA
Cuscomys.ashaninka,1999,NA
Cyclopes.didactylus,1758,NA
Cynictis.penicillata,1829,NA
Cynogale.bennettii,1837,NA
Cynomops.abrasus,1827,NA
Cynomops.greenhalli,1958,NA
Cynomops.mexicanus,1967,NA
Cynomops.paranus,1901,NA
Cynomops.planirostris,1865,NA
Cynomys.gunnisoni,1855,NA
Cynomys.leucurus,1890,NA
Cynomys.ludovicianus,1815,NA
Cynomys.mexicanus,1892,NA
Cynomys.parvidens,1905,NA
Cynopterus.brachyotis,1838,NA
Cynopterus.horsfieldii,1843,NA
Cynopterus.sphinx,1797,NA
Cystophora.cristata,1777,NA
Cyttarops.alecto,1913,NA
Dacnomys.millardi,1916,NA
Dactylomys.boliviensis,1920,NA
Dactylomys.dactylinus,1817,NA
Dactylomys.peruanus,1900,NA
Dactylopsila.trivirgata,1858,NA
Dama.dama,1758,NA
Dama.mesopotamica,1875,NA
Damaliscus.lunatus,1824,NA
Damaliscus.pygargus,1767,NA
Dasycercus.blythi,1904,NA
Dasycercus.cristicauda,1867,NA
Dasykaluta.rosamondae,1964,NA
Dasymys.foxi,1912,NA
Dasymys.incomtus,1847,NA
Dasymys.montanus,1906,NA
Dasymys.nudipes,1870,NA
Dasymys.rufulus,1900,NA
Dasyprocta.azarae,1823,NA
Dasyprocta.cristata,1803,NA
Dasyprocta.fuliginosa,1832,NA
Dasyprocta.guamara,1972,NA
Dasyprocta.kalinowskii,1897,NA
Dasyprocta.leporina,1758,NA
Dasyprocta.mexicana,1860,NA
Dasyprocta.prymnolopha,1831,NA
Dasyprocta.punctata,1842,NA
Dasypus.hybridus,1804,NA
Dasypus.kappleri,1862,NA
Dasypus.novemcinctus,1758,NA
Dasypus.pilosus,1856,NA
Dasypus.sabanicola,1968,NA
Dasypus.septemcinctus,1758,NA
Dasypus.yepesi,1995,NA
Dasyuroides.byrnei,1896,NA
Dasyurus.geoffroii,1841,NA
Dasyurus.hallucatus,1842,NA
Dasyurus.maculatus,1792,NA
Delanymys.brooksi,1962,NA
Delomys.collinus,1917,NA
Delomys.dorsalis,1873,NA
Delomys.sublineatus,1903,NA
Delphinapterus.leucas,1776,NA
Delphinus.capensis,1828,NA
Delphinus.delphis,1758,NA
Deltamys.kempi,1917,NA
Dendrogale.murina,1843,NA
Dendrohyrax.arboreus,1827,NA
Dendrohyrax.dorsalis,1855,NA
Dendrohyrax.validus,1890,NA
Dendrolagus.bennettianus,1887,NA
Dendrolagus.lumholtzi,1884,NA
Dendrolagus.pulcherrimus,1993,NA
Dendromus.insignis,1903,NA
Dendromus.kahuziensis,1969,NA
Dendromus.kivu,1916,NA
Dendromus.lovati,1900,NA
Dendromus.melanotis,1834,NA
Dendromus.mesomelas,1827,NA
Dendromus.messorius,1903,NA
Dendromus.mystacalis,1863,NA
Dendromus.nyikae,1909,NA
Dendromus.oreas,1936,NA
Dendromus.vernayi,1937,NA
Dendroprionomys.rousseloti,1966,NA
Deomys.ferrugineus,1888,NA
Dephomys.defua,1900,NA
Desmana.moschata,1758,NA
Desmodilliscus.braueri,1916,NA
Desmodillus.auricularis,1834,NA
Desmodus.rotundus,1810,NA
Desmomys.harringtoni,1902,NA
Desmomys.yaldeni,2003,NA
Diaemus.youngi,1893,NA
Dicerorhinus.sumatrensis,1814,NA
Diceros.bicornis,1758,NA
Diclidurus.albus,1820,NA
Diclidurus.ingens,1955,NA
Diclidurus.isabellus,1920,NA
Diclidurus.scutatus,1869,NA
Dicrostonyx.groenlandicus,1823,NA
Dicrostonyx.hudsonius,1778,NA
Dicrostonyx.nelsoni,1900,NA
Dicrostonyx.nunatakensis,1967,NA
Dicrostonyx.richardsoni,1900,NA
Dicrostonyx.torquatus,1778,NA
Dicrostonyx.unalascensis,1900,NA
Dicrostonyx.vinogradovi,1948,NA
Didelphis.albiventris,1840,NA
Didelphis.aurita,1826,NA
Didelphis.imperfecta,1984,NA
Didelphis.marsupialis,1758,NA
Didelphis.pernigra,1900,NA
Didelphis.virginiana,1792,NA
Dinaromys.bogdanovi,1922,NA
Dinomys.branickii,1873,NA
Diomys.crumpi,1917,NA
Diphylla.ecaudata,1823,NA
Diplomesodon.pulchellum,1823,NA
Diplomys.caniceps,1877,NA
Diplomys.labilis,1901,NA
Dipodomys.agilis,1848,NA
Dipodomys.californicus,1890,NA
Dipodomys.compactus,1889,NA
Dipodomys.deserti,1887,NA
Dipodomys.elator,1894,NA
Dipodomys.gravipes,1925,NA
Dipodomys.heermanni,1853,NA
Dipodomys.ingens,1904,NA
Dipodomys.insularis,1907,NA
Dipodomys.margaritae,1907,NA
Dipodomys.merriami,1890,NA
Dipodomys.microps,1904,NA
Dipodomys.nelsoni,1907,NA
Dipodomys.nitratoides,1894,NA
Dipodomys.ordii,1853,NA
Dipodomys.panamintinus,1894,NA
Dipodomys.phillipsii,1841,NA
Dipodomys.simulans,1904,NA
Dipodomys.spectabilis,1890,NA
Dipodomys.stephensi,1907,NA
Dipodomys.venustus,1904,NA
Dipus.sagitta,1773,NA
Dobsonia.beauforti,1975,NA
Dobsonia.inermis,1909,NA
Dolichotis.patagonum,1780,NA
Dolichotis.salinicola,1876,NA
Dologale.dybowskii,1893,NA
Dorcatragus.megalotis,1894,NA
Dremomys.gularis,1932,NA
Dremomys.lokriah,1836,NA
Dremomys.pernyi,1867,NA
Dremomys.pyrrhomerus,1895,NA
Dremomys.rufigenis,1878,NA
Dromiciops.gliroides,1894,NA
Dryomys.laniger,1968,NA
Dryomys.niethammeri,1996,NA
Dryomys.nitedula,1778,NA
Dugong.dugon,1776,NA
Dyacopterus.spadiceus,1890,NA
Echimys.chrysurus,1780,NA
Echimys.saturnus,1928,NA
Echimys.vieirai,2005,NA
Echinoprocta.rufescens,1865,NA
Echinosorex.gymnura,1822,NA
Echymipera.kalubu,1829,NA
Echymipera.rufescens,1875,NA
Ectophylla.alba,1892,NA
Eidolon.helvum,1792,NA
Eira.barbara,1758,NA
Elaphodus.cephalophus,1872,NA
Elephantulus.brachyrhynchus,1836,NA
Elephantulus.edwardii,1839,NA
Elephantulus.fuscipes,1894,NA
Elephantulus.fuscus,1852,NA
Elephantulus.intufi,1836,NA
Elephantulus.myurus,1906,NA
Elephantulus.pilicaudus,2008,NA
Elephantulus.revoili,1881,NA
Elephantulus.rozeti,1833,NA
Elephantulus.rufescens,1878,NA
Elephantulus.rupestris,1831,NA
Elephas.maximus,1758,NA
Eligmodontia.moreni,1896,NA
Eligmodontia.morgani,1901,NA
Eligmodontia.puerulus,1896,NA
Eligmodontia.typus,1837,NA
Eliomys.melanurus,1839,NA
Eliomys.munbyanus,1856,NA
Eliomys.quercinus,1766,NA
Ellobius.alaicus,1969,NA
Ellobius.fuscocapillus,1843,NA
Ellobius.lutescens,1897,NA
Ellobius.talpinus,1770,NA
Ellobius.tancrei,1884,NA
Emballonura.monticola,1838,NA
Enchisthenes.hartii,1892,NA
Enhydra.lutris,1758,NA
Eoglaucomys.fimbriatus,1837,NA
Eolagurus.luteus,1840,NA
Eolagurus.przewalskii,1889,NA
Eonycteris.spelaea,1871,NA
Eospalax.fontanierii,1867,NA
Eospalax.rothschildi,1911,NA
Eospalax.smithii,1911,NA
Eothenomys.cachinus,1921,NA
Eothenomys.chinensis,1891,NA
Eothenomys.custos,1912,NA
Eothenomys.melanogaster,1871,NA
Eothenomys.miletus,1914,NA
Eothenomys.olitor,1911,NA
Eothenomys.proditor,1923,NA
Eothenomys.wardi,1912,NA
Eozapus.setchuanus,1896,NA
Episoriculus.caudatus,1851,NA
Episoriculus.fumidus,1913,NA
Episoriculus.leucops,1855,NA
Episoriculus.macrurus,1888,NA
Epixerus.ebii,1853,NA
Epomophorus.angolensis,1870,NA
Epomophorus.anselli,2004,NA
Epomophorus.crypturus,1852,NA
Epomophorus.gambianus,1835,NA
Epomophorus.grandis,1950,NA
Epomophorus.labiatus,1837,NA
Epomophorus.minimus,1991,NA
Epomophorus.wahlbergi,1846,NA
Epomops.buettikoferi,1899,NA
Epomops.dobsonii,1899,NA
Epomops.franqueti,1860,NA
Eptesicus.andinus,1914,NA
Eptesicus.bobrinskoi,1935,NA
Eptesicus.bottae,1869,NA
Eptesicus.brasiliensis,1819,NA
Eptesicus.chiriquinus,1998,NA
Eptesicus.diminutus,1915,NA
Eptesicus.dimissus,1916,NA
Eptesicus.floweri,1901,NA
Eptesicus.furinalis,1847,NA
Eptesicus.fuscus,1796,NA
Eptesicus.gobiensis,1926,NA
Eptesicus.hottentotus,1833,NA
Eptesicus.innoxius,1841,NA
Eptesicus.japonensis,1953,NA
Eptesicus.nasutus,1877,NA
Eptesicus.nilssonii,1839,NA
Eptesicus.pachyotis,1871,NA
Eptesicus.platyops,1901,NA
Eptesicus.serotinus,1774,NA
Eptesicus.tatei,1951,NA
Equus.africanus,1866,NA
Equus.ferus,1785,NA
Equus.grevyi,1882,NA
Equus.hemionus,1775,NA
Equus.kiang,1841,NA
Equus.quagga,1785,NA
Equus.zebra,1758,NA
Eremitalpa.granti,1907,NA
Eremodipus.lichtensteini,1927,NA
Eremoryzomys.polius,1913,NA
Erethizon.dorsatum,1758,NA
Erinaceus.amurensis,1859,NA
Erinaceus.concolor,1837,NA
Erinaceus.europaeus,1758,NA
Erinaceus.roumanicus,1900,NA
Erythrocebus.patas,1774,NA
Eschrichtius.robustus,1861,NA
Eubalaena.australis,1822,NA
Eubalaena.glacialis,1776,NA
Eubalaena.japonica,1818,NA
Euchoreutes.naso,1891,NA
Euderma.maculatum,1891,NA
Eudiscopus.denticulus,1932,NA
Eudorcas.albonotata,1903,NA
Eudorcas.rufifrons,1846,NA
Eudorcas.thomsonii,1884,NA
Eumetopias.jubatus,1776,NA
Eumops.auripendulus,1800,NA
Eumops.bonariensis,1874,NA
Eumops.dabbenei,1914,NA
Eumops.floridanus,1932,NA
Eumops.glaucinus,1843,NA
Eumops.hansae,1932,NA
Eumops.maurus,1901,NA
Eumops.patagonicus,1924,NA
Eumops.perotis,1821,NA
Eumops.trumbulli,1901,NA
Eumops.underwoodi,1940,NA
Euneomys.chinchilloides,1839,NA
Euneomys.fossor,1899,NA
Euneomys.mordax,1912,NA
Euneomys.petersoni,1903,NA
Euoticus.elegantulus,1857,NA
Euoticus.pallidus,1863,NA
Eupetaurus.cinereus,1888,NA
Euphractus.sexcinctus,1758,NA
Euroscaptor.grandis,1940,NA
Euroscaptor.klossi,1929,NA
Euroscaptor.longirostris,1870,NA
Euroscaptor.micrura,1841,NA
Euroscaptor.parvidens,1940,NA
Euryoryzomys.emmonsae,1998,NA
Euryoryzomys.lamia,1901,NA
Euryoryzomys.legatus,1925,NA
Euryoryzomys.macconnelli,1910,NA
Euryoryzomys.nitidus,1884,NA
Euryoryzomys.russatus,1848,NA
Euryzygomatomys.spinosus,1814,NA
Exilisciurus.whiteheadi,1887,NA
Falsistrellus.affinis,1871,NA
Falsistrellus.mackenziei,1986,NA
Falsistrellus.mordax,1866,NA
Falsistrellus.tasmaniensis,1858,NA
Felis.chaus,1777,NA
Felis.margarita,1858,NA
Felis.nigripes,1824,NA
Felis.silvestris,1777,NA
Felovia.vae,1886,NA
Feresa.attenuata,1875,NA
Feroculus.feroculus,1850,NA
Funambulus.layardi,1849,NA
Funambulus.palmarum,1766,NA
Funambulus.pennantii,1905,NA
Funambulus.sublineatus,1838,NA
Funambulus.tristriatus,1837,NA
Funisciurus.anerythrus,1890,NA
Funisciurus.bayonii,1890,NA
Funisciurus.carruthersi,1906,NA
Funisciurus.congicus,1820,NA
Funisciurus.duchaillui,1953,NA
Funisciurus.isabella,1862,NA
Funisciurus.lemniscatus,1857,NA
Funisciurus.leucogenys,1842,NA
Funisciurus.pyrropus,1833,NA
Funisciurus.substriatus,1899,NA
Furipterus.horrens,1828,NA
Galago.gallarum,1901,NA
Galago.matschiei,1917,NA
Galago.moholi,1836,NA
Galago.senegalensis,1796,NA
Galagoides.cocos,1912,NA
Galagoides.demidovii,1806,NA
Galagoides.granti,1907,NA
Galagoides.nyasae,1907,NA
Galagoides.orinus,1936,NA
Galagoides.rondoensis,1997,NA
Galagoides.thomasi,1907,NA
Galagoides.zanzibaricus,1893,NA
Galea.flavidens,1835,NA
Galea.monasteriensis,2004,NA
Galea.musteloides,1833,NA
Galea.spixii,1831,NA
Galemys.pyrenaicus,1811,NA
Galenomys.garleppi,1898,NA
Galeopterus.variegatus,1799,NA
Galictis.cuja,1782,NA
Galictis.vittata,1776,NA
Gazella.bennettii,1831,NA
Gazella.cuvieri,1841,NA
Gazella.dorcas,1758,NA
Gazella.gazella,1766,NA
Gazella.leptoceros,1842,NA
Gazella.spekei,1863,NA
Gazella.subgutturosa,1780,NA
Genetta.abyssinica,1836,NA
Genetta.angolensis,1882,NA
Genetta.bourloni,2003,NA
Genetta.cristata,1940,NA
Genetta.genetta,1758,NA
Genetta.johnstoni,1908,NA
Genetta.maculata,1830,NA
Genetta.pardina,1832,NA
Genetta.piscivora,1919,NA
Genetta.poensis,1838,NA
Genetta.servalina,1855,NA
Genetta.thierryi,1902,NA
Genetta.tigrina,1776,NA
Genetta.victoriae,1901,NA
Geocapromys.brownii,1830,NA
Geocapromys.ingrahami,1891,NA
Geomys.arenarius,1895,NA
Geomys.attwateri,1895,NA
Geomys.breviceps,1855,NA
Geomys.bursarius,1800,NA
Geomys.knoxjonesi,1975,NA
Geomys.personatus,1889,NA
Geomys.pinetis,1817,NA
Geomys.texensis,1895,NA
Geomys.tropicalis,1915,NA
Georychus.capensis,1778,NA
Geoxus.valdivianus,1858,NA
Gerbilliscus.afra,1830,NA
Gerbilliscus.boehmi,1887,NA
Gerbilliscus.brantsii,1836,NA
Gerbilliscus.gambiana,1910,NA
Gerbilliscus.guineae,1910,NA
Gerbilliscus.inclusus,1908,NA
Gerbilliscus.kempi,1906,NA
Gerbilliscus.leucogaster,1852,NA
Gerbilliscus.nigricaudus,1878,NA
Gerbilliscus.phillipsi,1898,NA
Gerbilliscus.robustus,1826,NA
Gerbilliscus.validus,1890,NA
Gerbillurus.paeba,1836,NA
Gerbillurus.setzeri,1973,NA
Gerbillurus.tytonis,1960,NA
Gerbillurus.vallinus,1918,NA
Gerbillus.acticola,1918,NA
Gerbillus.amoenus,1902,NA
Gerbillus.andersoni,1902,NA
Gerbillus.aquilus,1972,NA
Gerbillus.bottai,1882,NA
Gerbillus.brockmani,1910,NA
Gerbillus.campestris,1867,NA
Gerbillus.cheesmani,1919,NA
Gerbillus.cosensis,1914,NA
Gerbillus.dasyurus,1842,NA
Gerbillus.dunni,1904,NA
Gerbillus.famulus,1895,NA
Gerbillus.floweri,1919,NA
Gerbillus.gerbillus,1801,NA
Gerbillus.gleadowi,1886,NA
Gerbillus.grobbeni,1909,NA
Gerbillus.harwoodi,1901,NA
Gerbillus.henleyi,1903,NA
Gerbillus.hesperinus,1936,NA
Gerbillus.hoogstraali,1975,NA
Gerbillus.jamesi,1967,NA
Gerbillus.juliani,1935,NA
Gerbillus.latastei,1903,NA
Gerbillus.lowei,1923,NA
Gerbillus.mackillingini,1904,NA
Gerbillus.maghrebi,1972,NA
Gerbillus.mesopotamiae,1956,NA
Gerbillus.muriculus,1923,NA
Gerbillus.nancillus,1923,NA
Gerbillus.nanus,1875,NA
Gerbillus.nigeriae,1920,NA
Gerbillus.occiduus,1975,NA
Gerbillus.percivali,1914,NA
Gerbillus.perpallidus,1958,NA
Gerbillus.poecilops,1895,NA
Gerbillus.principulus,1923,NA
Gerbillus.pulvinatus,1896,NA
Gerbillus.pusillus,1878,NA
Gerbillus.pyramidum,1825,NA
Gerbillus.rosalinda,1929,NA
Gerbillus.rupicola,2002,NA
Gerbillus.simoni,1881,NA
Gerbillus.somalicus,1910,NA
Gerbillus.stigmonyx,1877,NA
Gerbillus.tarabuli,1902,NA
Gerbillus.watersi,1901,NA
Giraffa.camelopardalis,1758,NA
Glaucomys.sabrinus,1801,NA
Glaucomys.volans,1758,NA
Glauconycteris.alboguttata,1917,NA
Glauconycteris.argentata,1875,NA
Glauconycteris.beatrix,1901,NA
Glauconycteris.curryae,2003,NA
Glauconycteris.egeria,1913,NA
Glauconycteris.gleni,1973,NA
Glauconycteris.humeralis,1917,NA
Glauconycteris.kenyacola,1982,NA
Glauconycteris.machadoi,1963,NA
Glauconycteris.poensis,1842,NA
Glauconycteris.superba,1939,NA
Glauconycteris.variegata,1861,NA
Glironia.venusta,1912,NA
Glis.glis,1766,NA
Glischropus.tylopus,1875,NA
Globicephala.macrorhynchus,1846,NA
Globicephala.melas,1809,NA
Glossophaga.commissarisi,1962,NA
Glossophaga.leachii,1844,NA
Glossophaga.longirostris,1898,NA
Glossophaga.morenoi,1938,NA
Glossophaga.soricina,1766,NA
Glyphonycteris.behnii,1865,NA
Glyphonycteris.daviesi,1964,NA
Glyphonycteris.sylvestris,1896,NA
Golunda.ellioti,1837,NA
Gorilla.beringei,1903,NA
Gorilla.gorilla,1847,NA
Gracilinanus.aceramarcae,1931,NA
Gracilinanus.agilis,1854,NA
Gracilinanus.dryas,1898,NA
Gracilinanus.emiliae,1909,NA
Gracilinanus.marica,1898,NA
Gracilinanus.microtarsus,1842,NA
Grammomys.aridulus,1923,NA
Grammomys.buntingi,1911,NA
Grammomys.caniceps,1984,NA
Grammomys.cometes,1908,NA
Grammomys.dolichurus,1832,NA
Grammomys.dryas,1907,NA
Grammomys.gigas,1911,NA
Grammomys.ibeanus,1910,NA
Grammomys.kuru,1907,NA
Grammomys.macmillani,1907,NA
Grammomys.minnae,1984,NA
Grampus.griseus,1812,NA
Graomys.centralis,1902,NA
Graomys.domorum,1902,NA
Graomys.edithae,1919,NA
Graomys.griseoflavus,1837,NA
Graphiurus.angolensis,1897,NA
Graphiurus.christyi,1914,NA
Graphiurus.crassicaudatus,1888,NA
Graphiurus.johnstoni,1898,NA
Graphiurus.kelleni,1890,NA
Graphiurus.lorraineus,1910,NA
Graphiurus.microtis,1887,NA
Graphiurus.monardi,1936,NA
Graphiurus.murinus,1822,NA
Graphiurus.nagtglasii,1888,NA
Graphiurus.ocularis,1829,NA
Graphiurus.platyops,1897,NA
Graphiurus.rupicola,1925,NA
Graphiurus.surdus,1912,NA
Gulo.gulo,1758,NA
Gymnobelideus.leadbeateri,1867,NA
Habromys.chinanteco,1976,NA
Habromys.delicatulus,2002,NA
Habromys.ixtlani,1964,NA
Habromys.lepturus,1898,NA
Habromys.lophurus,1904,NA
Habromys.schmidlyi,2005,NA
Habromys.simulatus,1904,NA
Hadromys.humei,1886,NA
Hadromys.yunnanensis,1987,NA
Haeromys.pusillus,1893,NA
Halichoerus.grypus,1791,NA
Handleyomys.alfaroi,1891,NA
Handleyomys.chapmani,1898,NA
Handleyomys.fuscatus,1912,NA
Handleyomys.intectus,1921,NA
Handleyomys.melanotis,1893,NA
Handleyomys.rhabdops,1901,NA
Handleyomys.rostratus,1901,NA
Handleyomys.saturatior,1901,NA
Hapalomys.delacouri,1927,NA
Hapalomys.longicaudatus,1859,NA
Harpiocephalus.harpia,1840,NA
Harpiocephalus.mordax,1923,NA
Harpiola.grisea,1872,NA
Harpiola.isodon,2006,NA
Harpyionycteris.whiteheadi,1896,NA
Heimyscus.fumosus,1965,NA
Helarctos.malayanus,1821,NA
Heliophobius.argenteocinereus,1846,NA
Heliosciurus.gambianus,1835,NA
Heliosciurus.mutabilis,1852,NA
Heliosciurus.punctatus,1853,NA
Heliosciurus.rufobrachium,1842,NA
Heliosciurus.ruwenzorii,1904,NA
