species,description_year,extinction_year
Gobiosoma.paradoxum,1861,NA
Gobiosoma.robustum,1933,NA
Goodea.atripinnis,1880,NA
Goodea.gracilis,1939,NA
Goodea.luitpoldii,1894,NA
Guavina.guavina,1837,NA
Gunterichthys.longipenis,1966,NA
Gymnocephalus.cernuus,1758,NA
Gymnothorax.buroensis,1857,NA
Gymnotus.carapo,1758,NA
Gymnotus.maculosus,1995,NA
Gymnura.altavela,1758,NA
Gymnura.micrura,1801,NA
Halichoeres.radiatus,1758,NA
Harengula.clupeola,1829,NA
Harengula.jaguana,1865,NA
Harengula.thrissina,1882,NA
Hemichromis.bimaculatus,1862,NA
Hemieleotris.latifasciata,1912,NA
Hemiramphus.balao,1821,NA
Hemitremia.flammea,1878,NA
Heniochus.acuminatus,1758,NA
Herichthys.bartoni,1892,NA
Herichthys.carpintis,1899,NA
Herichthys.cyanoguttatus,1854,NA
Herichthys.deppii,1840,NA
Herichthys.labridens,1903,NA
Herichthys.pantostictus,1983,NA
Herichthys.steindachneri,1899,NA
Herichthys.tamasopoensis,1993,NA
Hesperoleucus.symmetricus,1854,NA
Heterandria.bimaculata,1848,NA
Heterandria.formosa,1859,NA
Heterandria.jonesii,1874,NA
Heterandria.tuxtlaensis,2008,NA
Heterophallus.milleri,1987,NA
Heterophallus.rachovii,1914,NA
Hiodon.alosoides,1819,NA
Hiodon.tergisus,1818,NA
Hippocampus.reidi,1933,NA
Hybognathus.amarus,1856,NA
Hybognathus.argyritis,1856,NA
Hybognathus.hankinsoni,1929,NA
Hybognathus.hayi,1885,NA
Hybognathus.nuchalis,1855,NA
Hybognathus.placitus,1856,NA
Hybognathus.regius,1856,NA
Hybopsis.amblops,1820,NA
Hybopsis.amnis,1951,NA
Hybopsis.dorsalis,1854,NA
Hybopsis.hypsinotus,1870,NA
Hybopsis.lineapunctata,1971,NA
Hybopsis.rubrifrons,1877,NA
Hybopsis.winchelli,1856,NA
Hybopsis.zanema,1878,NA
Hypentelium.etowanum,1877,NA
Hypentelium.nigricans,1817,NA
Hypentelium.roanokense,1947,NA
Hyperoplus.lanceolatus,1824,NA
Hyphessobrycon.compressus,1904,NA
Hypoatherina.harringtonensis,1877,NA
Hypomesus.olidus,1814,NA
Hypomesus.pretiosus,1854,NA
Hypomesus.transpacificus,1963,NA
Hypophthalmichthys.nobilis,1845,NA
Hyporhamphus.meeki,1993,NA
Hyporhamphus.mexicanus,1959,NA
Hyporhamphus.rosae,1880,NA
Hyporhamphus.unifasciatus,1841,NA
Hypsoblennius.gentilis,1854,NA
Hypsopsetta.guttulata,1856,NA
Ichthyomyzon.bdellium,1885,NA
Ichthyomyzon.castaneus,1858,NA
Ichthyomyzon.fossor,1916,NA
Ichthyomyzon.gagei,1937,NA
Ichthyomyzon.greeleyi,1937,NA
Ichthyomyzon.unicuspis,1937,NA
Ictalurus.australis,1904,NA
Ictalurus.balsanus,1899,NA
Ictalurus.dugesii,1880,NA
Ictalurus.furcatus,1840,NA
Ictalurus.lupus,1858,NA
Ictalurus.meridionalis,1864,NA
Ictalurus.mexicanus,1904,NA
Ictalurus.ochoterenai,1946,NA
Ictalurus.pricei,1986,NA
Ictalurus.pricei,1896,NA
Ictalurus.punctatus,1818,NA
Ictiobus.bubalus,1818,NA
Ictiobus.cyprinellus,1844,NA
Ictiobus.labiosus,1904,NA
Ictiobus.meridionalis,1868,NA
Ictiobus.niger,1819,NA
Ilyodon.cortesae,2000,NA
Ilyodon.furcidens,1882,NA
Ilyodon.lennoni,1983,NA
Ilyodon.whitei,1904,NA
Ilyodon.xantusi,1939,NA
Iotichthys.phlegethontis,1874,NA
Istiblennius.edentulus,1801,NA
Jordanella.floridae,1879,NA
Joturus.pichardi,1860,NA
Kryptolebias.marmoratus,1880,NA
Kuhlia.mugil,1801,NA
Labidesthes.sicculus,1865,NA
Lacantunia.enigmatica,2005,NA
Lactoria.diaphana,1801,NA
Lagocephalus.laevigatus,1766,NA
Lagodon.rhomboides,1766,NA
Lampetra.aepyptera,1860,NA
Lampetra.alaskensis,1978,NA
Lampetra.appendix,1842,NA
Lampetra.ayresii,1870,NA
Lampetra.camtschatica,1811,NA
Lampetra.folletti,1976,NA
Lampetra.geminis,1964,NA
Lampetra.lamottei,1827,NA
Lampetra.lethophaga,1971,NA
Lampetra.macrostoma,1982,NA
Lampetra.minima,1973,NA
Lampetra.pacifica,1973,NA
Lampetra.richardsoni,1965,NA
Lampetra.similis,1979,NA
Lampetra.spadicea,1887,NA
Lampetra.tridentata,1836,NA
Larimus.fasciatus,1855,NA
Lavinia.exilicauda,1854,NA
Leiostomus.xanthurus,1802,NA
Lepidomeda.albivallis,1960,NA
Lepidomeda.vittata,1874,NA
Lepisosteus.oculatus,1864,NA
Lepisosteus.osseus,1758,NA
Lepisosteus.platostomus,1820,NA
Lepisosteus.platyrhincus,1842,NA
Lepomis.auritus,1758,NA
Lepomis.cyanellus,1819,NA
Lepomis.gibbosus,1758,NA
Lepomis.gulosus,1829,NA
Lepomis.humilis,1858,NA
Lepomis.macrochirus,1819,NA
Lepomis.marginatus,1855,NA
Lepomis.megalotis,1820,NA
Lepomis.microlophus,1859,NA
Lepomis.miniatus,1877,NA
Lepomis.punctatus,1831,NA
Lepomis.symmetricus,1883,NA
Leptocottus.armatus,1854,NA
Leptolucania.ommata,1884,NA
Leptophilypnus.guatemalensis,1962,NA
Leuciscus.idus,1758,NA
Liopsetta.glacialis,1776,NA
Liopsetta.putnami,1864,NA
Liparis.tunicatus,1836,NA
Lobotes.surinamensis,1790,NA
Lophogobius.cyprinoides,1770,NA
Lota.lota,1758,NA
Lucania.goodei,1880,NA
Lucania.interioris,1965,NA
Lucania.parva,1855,NA
Lutjanus.analis,1828,NA
Lutjanus.apodus,1792,NA
Lutjanus.argentiventris,1869,NA
Lutjanus.cyanopterus,1828,NA
Lutjanus.griseus,1758,NA
Lutjanus.guttatus,1869,NA
Lutjanus.jocu,1801,NA
Luxilus.albeolus,1889,NA
Luxilus.cardinalis,1988,NA
Luxilus.cerasinus,1868,NA
Luxilus.chrysocephalus,1820,NA
Luxilus.coccogenis,1868,NA
Luxilus.cornutus,1817,NA
Luxilus.pilsbryi,1904,NA
Luxilus.zonatus,1863,NA
Luxilus.zonistius,1880,NA
Lythrurus.alegnotus,1972,NA
Lythrurus.ardens,1868,NA
Lythrurus.atrapiculus,1972,NA
Lythrurus.bellus,1881,NA
Lythrurus.fasciolaris,1891,NA
Lythrurus.fumeus,1892,NA
Lythrurus.lirus,1877,NA
Lythrurus.matutinus,1870,NA
Lythrurus.roseipinnis,1885,NA
Lythrurus.snelsoni,1985,NA
Lythrurus.umbratilis,1856,NA
Macrhybopsis.aestivalis,1856,NA
Macrhybopsis.australis,1929,NA
Macrhybopsis.gelida,1856,NA
Macrhybopsis.hyostoma,1884,NA
Macrhybopsis.marconis,1886,NA
Macrhybopsis.meeki,1896,NA
Macrhybopsis.storeriana,1845,NA
Macrhybopsis.tetranema,1886,NA
Malacoraja.senta,1885,NA
Mallotus.villosus,1776,NA
Margariscus.margarita,1867,NA
Masturus.lanceolatus,1840,NA
Meda.fulgida,1856,NA
Megalops.atlanticus,1847,NA
Melamphaes.suborbitalis,1883,NA
Membras.martinica,1835,NA
Menidia.beryllina,1867,NA
Menidia.clarkhubbsi,1982,NA
Menidia.colei,1936,NA
Menidia.conchorum,1927,NA
Menidia.extensa,1946,NA
Menidia.menidia,1766,NA
Menidia.peninsulae,1879,NA
Menticirrhus.americanus,1758,NA
Menticirrhus.littoralis,1847,NA
Menticirrhus.saxatilis,1801,NA
Merluccius.productus,1855,NA
Microgadus.proximus,1854,NA
Microgadus.tomcod,1792,NA
Microgobius.gulosus,1858,NA
Microphis.lineatus,1856,NA
Micropogonias.furnieri,1823,NA
Micropogonias.undulatus,1766,NA
Micropterus.cataractae,1999,NA
Micropterus.coosae,1940,NA
Micropterus.dolomieu,1802,NA
Micropterus.floridanus,1822,NA
Micropterus.notius,1949,NA
Micropterus.punctulatus,1819,NA
Micropterus.salmoides,1802,NA
Micropterus.treculii,1874,NA
Millerichthys.robustus,1974,NA
Minytrema.melanops,1820,NA
Misgurnus.anguillicaudatus,1842,NA
Moapa.coriacea,1948,NA
Moringua.edwardsi,1889,NA
Morone.americana,1789,NA
Morone.chrysops,1820,NA
Morone.mississippiensis,1887,NA
Morone.saxatilis,1792,NA
Moxostoma.anisurum,1820,NA
Moxostoma.ariommum,1956,NA
Moxostoma.austrinum,1880,NA
Moxostoma.breviceps,1870,NA
Moxostoma.carinatum,1870,NA
Moxostoma.cervinum,1868,NA
Moxostoma.collapsum,1870,NA
Moxostoma.congestum,1854,NA
Moxostoma.duquesnii,1817,NA
Moxostoma.erythrurum,1818,NA
Moxostoma.hubbsi,1952,NA
Moxostoma.lachneri,1956,NA
Moxostoma.macrolepidotum,1817,NA
Moxostoma.pappillosum,1870,NA
Moxostoma.pisolabrum,1951,NA
Moxostoma.poecilurum,1877,NA
Moxostoma.robustum,1870,NA
Moxostoma.rupiscartes,1889,NA
Moxostoma.valenciennesi,1885,NA
Mugil.cephalus,1758,NA
Mugil.curema,1836,NA
Mugil.gyrans,1884,NA
Mugil.liza,1836,NA
Mugil.trichodon,1875,NA
Mustelus.canis,1815,NA
Mycteroperca.microlepis,1879,NA
Mycteroperca.phenax,1884,NA
Mycteroperca.xenarcha,1888,NA
Myctophum.affine,1892,NA
Mylocheilus.caurinus,1836,NA
Mylopharodon.conocephalus,1854,NA
Myoxocephalus.aenaeus,1814,NA
Myoxocephalus.octodecemspinosus,1814,NA
Myoxocephalus.quadricornis,1758,NA
Myoxocephalus.scorpioides,1780,NA
Myoxocephalus.scorpius,1758,NA
Myoxocephalus.stelleri,1811,NA
Myoxocephalus.thompsonii,1851,NA
Myrophis.platyrhynchus,1927,NA
Myrophis.punctatus,1852,NA
Naso.hexacanthus,1855,NA
Negaprion.brevirostris,1868,NA
Neogobius.melanostomus,1814,NA
Nocomis.asper,1971,NA
Nocomis.biguttatus,1840,NA
Nocomis.effusus,1967,NA
Nocomis.leptocephalus,1856,NA
Nocomis.micropogon,1865,NA
Nocomis.platyrhynchus,1971,NA
Nocomis.raneyi,1971,NA
Notarius.planiceps,1876,NA
Notarius.troschelii,1863,NA
Notemigonus.crysoleucas,1814,NA
Notropis.aguirrepequenoi,1973,NA
Notropis.albizonatus,1994,NA
Notropis.alborus,1947,NA
Notropis.altipinnis,1870,NA
Notropis.amabilis,1856,NA
Notropis.ammophilus,1990,NA
Notropis.amoenus,1874,NA
Notropis.amplamala,2006,NA
Notropis.anogenus,1885,NA
Notropis.ariommus,1867,NA
Notropis.asperifrons,1955,NA
Notropis.atherinoides,1818,NA
Notropis.atrocaudalis,1892,NA
Notropis.baileyi,1955,NA
Notropis.bairdi,1929,NA
Notropis.bifrenatus,1867,NA
Notropis.blennius,1856,NA
Notropis.boops,1884,NA
Notropis.boucardi,1868,NA
Notropis.braytoni,1896,NA
Notropis.buccatus,1865,NA
Notropis.buccula,1953,NA
Notropis.buchanani,1896,NA
Notropis.cahabae,1989,NA
Notropis.calabazas,2004,NA
Notropis.calientis,1899,NA
Notropis.candidus,1980,NA
Notropis.chalybaeus,1867,NA
Notropis.chiliticus,1870,NA
Notropis.chlorocephalus,1870,NA
Notropis.chrosomus,1877,NA
Notropis.cumingii,1868,NA
Notropis.cummingsae,1925,NA
Notropis.edwardraneyi,1968,NA
Notropis.euryzonus,1955,NA
Notropis.girardi,1929,NA
Notropis.grandis,2009,NA
Notropis.greenei,1929,NA
Notropis.harperi,1941,NA
Notropis.heterodon,1865,NA
Notropis.heterolepis,1893,NA
Notropis.hudsonius,1824,NA
Notropis.hypselopterus,1868,NA
Notropis.hypsilepis,1955,NA
Notropis.imeldae,1968,NA
Notropis.jemezanus,1875,NA
Notropis.leuciodus,1868,NA
Notropis.longirostris,1881,NA
Notropis.ludibundus,1856,NA
Notropis.lutipinnis,1878,NA
Notropis.maculatus,1881,NA
Notropis.marhabatiensis,2009,NA
Notropis.mekistocholas,1971,NA
Notropis.melanostomus,1989,NA
Notropis.metallicus,1884,NA
Notropis.micropteryx,1868,NA
Notropis.moralesi,1955,NA
Notropis.nubilus,1878,NA
Notropis.ortenburgeri,1927,NA
Notropis.oxyrhynchus,1951,NA
Notropis.ozarcanus,1891,NA
Notropis.percobromus,1871,NA
Notropis.perpallidus,1940,NA
Notropis.petersoni,1942,NA
Notropis.photogenis,1865,NA
Notropis.potteri,1951,NA
Notropis.procne,1865,NA
Notropis.rafinesquei,1991,NA
Notropis.rubellus,1850,NA
Notropis.rubescens,1991,NA
Notropis.rubricroceus,1868,NA
Notropis.rupestris,1987,NA
Notropis.sabinae,1886,NA
Notropis.scabriceps,1868,NA
Notropis.scepticus,1883,NA
Notropis.semperasper,1961,NA
Notropis.shumardi,1856,NA
Notropis.signipinnis,1952,NA
Notropis.simus,1875,NA
Notropis.spectrunculus,1868,NA
Notropis.stilbius,1877,NA
Notropis.stonei,1921,NA
Notropis.stramineus,1865,NA
Notropis.suttkusi,1994,NA
Notropis.telescopus,1868,NA
Notropis.texanus,1856,NA
Notropis.topeka,1884,NA
Notropis.tropicus,1975,NA
Notropis.uranoscopus,1959,NA
Notropis.volucellus,1865,NA
Notropis.wickliffi,1931,NA
Notropis.xaenocephalus,1877,NA
Noturus.albater,1969,NA
Noturus.baileyi,1969,NA
Noturus.crypticus,2005,NA
Noturus.elegans,1969,NA
Noturus.eleutherus,1877,NA
Noturus.exilis,1876,NA
Noturus.fasciatus,2005,NA
Noturus.flavater,1969,NA
Noturus.flavipinnis,1969,NA
Noturus.flavus,1818,NA
Noturus.funebris,1891,NA
Noturus.furiosus,1889,NA
Noturus.gilberti,1889,NA
Noturus.gladiator,2004,NA
Noturus.gyrinus,1817,NA
Noturus.insignis,1836,NA
Noturus.lachneri,1969,NA
Noturus.leptacanthus,1877,NA
Noturus.maydeni,2006,NA
Noturus.miurus,1877,NA
Noturus.munitus,1965,NA
Noturus.nocturnus,1886,NA
Noturus.phaeus,1969,NA
Noturus.placidus,1969,NA
Noturus.stanauli,1980,NA
Noturus.stigmosus,1969,NA
Noturus.taylori,1972,NA
Novumbra.hubbsi,1929,NA
Oligoplites.altus,1868,NA
Oligoplites.refulgens,1904,NA
Oligoplites.saurus,1801,NA
Oncorhynchus.aguabonita,1892,NA
Oncorhynchus.apache,1972,NA
Oncorhynchus.chrysogaster,1964,NA
Oncorhynchus.gilae,1950,NA
Oncorhynchus.gorbuscha,1792,NA
Oncorhynchus.keta,1792,NA
Oncorhynchus.kisutch,1792,NA
Oncorhynchus.mykiss,1792,NA
Oncorhynchus.nerka,1792,NA
Oncorhynchus.tshawytscha,1792,NA
Ophisternon.aenigmaticum,1976,NA
Ophisternon.infernale,1938,NA
Opisthopterus.dovii,1868,NA
Oregonichthys.crameri,1908,NA
Oregonichthys.kalawatseti,1991,NA
Oreochromis.aureus,1864,NA
Oreochromis.mossambicus,1852,NA
Orthodon.microlepidotus,1854,NA
Orthopristis.chrysoptera,1766,NA
Osmerus.spectrum,1870,NA
Parachromis.friedrichsthalii,1840,NA
Parachromis.managuensis,1867,NA
Paralichthys.californicus,1859,NA
Paralichthys.lethostigma,1884,NA
Paraneetroplus.argenteus,1991,NA
Paraneetroplus.bifasciatus,1864,NA
Paraneetroplus.breidohri,1987,NA
Paraneetroplus.bulleri,1905,NA
Paraneetroplus.fenestratus,1860,NA
Paraneetroplus.gibbiceps,1864,NA
Paraneetroplus.guttulatus,1864,NA
Paraneetroplus.hartwegi,1980,NA
Paraneetroplus.regani,1974,NA
Paraneetroplus.synspilus,1935,NA
Paraneetroplus.zonatus,1905,NA
Paraplagusia.bilineata,1787,NA
Pararhinichthys.bowersi,1908,NA
Peprilus.paru,1758,NA
Peprilus.triacanthus,1804,NA
Perca.flavescens,1814,NA
Perca.fluviatilis,1758,NA
Percina.antesella,1977,NA
Percina.aurantiaca,1868,NA
Percina.aurolineata,1967,NA
Percina.aurora,1994,NA
Percina.austroperca,1995,NA
Percina.brevicauda,1994,NA
Percina.burtoni,1945,NA
Percina.caprodes,1818,NA
Percina.carbonaria,1853,NA
Percina.copelandi,1877,NA
Percina.crassa,1878,NA
Percina.crypta,2008,NA
Percina.cymatotaenia,1887,NA
Percina.evides,1877,NA
Percina.fulvitaenia,1981,NA
Percina.gymnocephala,1980,NA
Percina.jenkinsi,1985,NA
Percina.kathae,1997,NA
Percina.kusha,2007,NA
Percina.lenticula,1964,NA
Percina.macrocephala,1867,NA
Percina.macrolepida,1971,NA
Percina.maculata,1859,NA
Percina.nasuta,1941,NA
Percina.nevisense,1870,NA
Percina.nigrofasciata,1854,NA
Percina.notogramma,1948,NA
Percina.oxyrhynchus,1939,NA
Percina.palmaris,1940,NA
Percina.pantherina,1955,NA
Percina.peltata,1864,NA
Percina.phoxocephala,1876,NA
Percina.rex,1889,NA
Percina.roanoka,1889,NA
Percina.sciera,1883,NA
Percina.shumardi,1859,NA
Percina.sipsi,2007,NA
Percina.smithvanizi,2007,NA
Percina.squamata,1887,NA
Percina.stictogaster,1993,NA
Percina.suttkusi,1997,NA
Percina.tanasi,1976,NA
Percina.uranidea,1887,NA
Percina.vigil,1882,NA
Percina.williamsi,2007,NA
Percopsis.omiscomaycus,1792,NA
Percopsis.transmontana,1892,NA
Petenia.splendida,1862,NA
Petromyzon.marinus,1758,NA
Phallichthys.fairweatheri,1956,NA
Phenacobius.catostomus,1877,NA
Phenacobius.crassilabrum,1962,NA
Phenacobius.mirabilis,1856,NA
Phenacobius.teretulus,1867,NA
Phenacobius.uranops,1867,NA
Pholis.gunnellus,1758,NA
Phoxinus.cumberlandensis,1978,NA
Phoxinus.eos,1861,NA
Phoxinus.erythrogaster,1820,NA
Phoxinus.neogaeus,1867,NA
Phoxinus.oreas,1868,NA
Phoxinus.saylori,2001,NA
Phoxinus.tennesseensis,1988,NA
Pimephales.notatus,1820,NA
Pimephales.promelas,1820,NA
Pimephales.tenellus,1856,NA
Pimephales.vigilax,1853,NA
Plagopterus.argentissimus,1874,NA
Platax.orbicularis,1775,NA
Platichthys.flesus,1758,NA
Platichthys.stellatus,1787,NA
Platygobio.gracilis,1836,NA
Poblana.ferdebueni,1965,NA
Poecilia.butleri,1889,NA
Poecilia.catemaconis,1975,NA
Poecilia.chica,1975,NA
Poecilia.formosa,1859,NA
Poecilia.kykesis,2002,NA
Poecilia.latipinna,1821,NA
Poecilia.latipunctata,1904,NA
Poecilia.maylandi,1983,NA
Poecilia.mexicana,1863,NA
Poecilia.orri,1943,NA
Poecilia.petenensis,1866,NA
Poecilia.reticulata,1859,NA
Poecilia.sphenops,1846,NA
Poecilia.sulphuraria,1948,NA
Poecilia.velifera,1914,NA
Poeciliopsis.baenschi,1986,NA
Poeciliopsis.balsas,1926,NA
Poeciliopsis.catemaco,1975,NA
Poeciliopsis.fasciata,1904,NA
Poeciliopsis.gracilis,1848,NA
Poeciliopsis.hnilickai,1981,NA
Poeciliopsis.infans,1895,NA
Poeciliopsis.latidens,1895,NA
Poeciliopsis.lucida,1960,NA
Poeciliopsis.lutzi,1902,NA
Poeciliopsis.monacha,1960,NA
Poeciliopsis.occidentalis,1853,NA
Poeciliopsis.pleurospilus,1866,NA
Poeciliopsis.presidionis,1895,NA
Poeciliopsis.prolifica,1960,NA
Poeciliopsis.scarlli,1985,NA
Poeciliopsis.sonoriensis,1859,NA
Poeciliopsis.turneri,1975,NA
Poeciliopsis.turrubarensis,1912,NA
Poeciliopsis.viriosa,1960,NA
Pogonias.cromis,1766,NA
Pogonichthys.macrolepidotus,1854,NA
Polydactylus.oligodon,1860,NA
Polydactylus.virginicus,1758,NA
Polyodon.spathula,1792,NA
Pomadasys.bayanus,1898,NA
Pomadasys.crocro,1830,NA
Pomatomus.saltatrix,1766,NA
Pomoxis.annularis,1818,NA
Pomoxis.nigromaculatus,1829,NA
Potamarius.nelsoni,1902,NA
Potamarius.usumacintae,2007,NA
Priapella.chamulae,1895,NA
Priapella.compressa,1948,NA
Priapella.intermedia,1951,NA
Priapella.lacandonae,1964,NA
Priapella.olmecae,1990,NA
Prietella.lundbergi,1995,NA
Prietella.phreatophila,1954,NA
Prionotus.alatus,1883,NA
Prionotus.carolinus,1771,NA
Prionotus.evolans,1766,NA
Prionotus.longispinosus,1951,NA
Prionotus.martis,1950,NA
Prionotus.ophryas,1885,NA
Prionotus.paralatus,1950,NA
Prionotus.roseus,1887,NA
Prionotus.rubio,1886,NA
Prionotus.stephanophrys,1881,NA
Pristis.pectinata,1794,NA
Pristis.perotteti,1841,NA
Pristis.pristis,1758,NA
Profundulus.candalarius,1924,NA
Profundulus.hildebrandi,1950,NA
Profundulus.labialis,1866,NA
Profundulus.oaxacae,1902,NA
Profundulus.punctatus,1866,NA
Prosopium.abyssicola,1919,NA
Prosopium.coulterii,1892,NA
Prosopium.cylindraceum,1784,NA
Prosopium.gemmifer,1919,NA
Prosopium.spilonotus,1919,NA
Prosopium.williamsoni,1856,NA
Psenes.maculatus,1880,NA
Pseudamia.amblyuroptera,1856,NA
Pseudocaranx.dentex,1801,NA
Pseudophallus.starksii,1895,NA
Pteronotropis.grandipinnis,1877,NA
Pteronotropis.hubbsi,1978,NA
Pteronotropis.merlini,2001,NA
Pteronotropis.welaka,1898,NA
Ptychocheilus.grandis,1854,NA
Ptychocheilus.lucius,1856,NA
Ptychocheilus.oregonensis,1836,NA
Ptychocheilus.umpquae,1908,NA
Pungitius.pungitius,1758,NA
Puntius.oligolepis,1853,NA
Pylodictis.olivaris,1818,NA
Quietula.y-cauda,1889,NA
Rachycentron.canadum,1766,NA
Raja.eglanteria,1800,NA
Relictus.solitarius,1972,NA
Rhamdia.laluchensis,1968,NA
Rhamdia.laticauda,1857,NA
Rhamdia.macuspanensis,1998,NA
Rhamdia.parryi,1888,NA
Rhamdia.quelen,1824,NA
Rhamdia.reddelli,1984,NA
Rhamdia.zongolicensis,1993,NA
Rhinichthys.atratulus,1804,NA
Rhinichthys.cataractae,1842,NA
Rhinichthys.chrysogaster,1856,NA
Rhinichthys.cobitis,1856,NA
Rhinichthys.evermanni,1908,NA
Rhinichthys.falcatus,1893,NA
Rhinichthys.obtusus,1854,NA
Rhinichthys.osculus,1856,NA
Rhinichthys.umatilla,1894,NA
Rhinobatos.productus,1854,NA
Rhinoptera.bonasus,1815,NA
Rhizoprionodon.porosus,1861,NA
Rhizoprionodon.terraenovae,1836,NA
Richardsonius.balteatus,1836,NA
Richardsonius.egregius,1858,NA
Rivulus.hartii,1890,NA
Rivulus.tenuis,1904,NA
Rocio.gemmata,2007,NA
Rocio.ocotal,2007,NA
Rocio.octofasciata,1903,NA
Roeboides.bouchellei,1923,NA
Salmo.salar,1758,NA
Salvelinus.anaktuvukensis,1973,NA
Salvelinus.confluentus,1859,NA
Salvelinus.fontinalis,1814,NA
Salvelinus.namaycush,1792,NA
Sander.canadensis,1834,NA
Sander.vitreus,1818,NA
Sarda.sarda,1793,NA
Sardinella.aurita,1847,NA
Satan.eurystomus,1947,NA
Scaphirhynchus.albus,1905,NA
Scaphirhynchus.platorynchus,1820,NA
Scaphirhynchus.suttkusi,1991,NA
Scarus.ghobban,1775,NA
Sciades.proops,1840,NA
Sciaenops.ocellatus,1766,NA
Scomber.colias,1789,NA
Scomber.scombrus,1758,NA
Scomberoides.lysan,1775,NA
Scomberomorus.concolor,1879,NA
Sebastes.goodei,1890,NA
Selene.setapinnis,1815,NA
Selene.vomer,1758,NA
Semotilus.atromaculatus,1818,NA
Semotilus.corporalis,1817,NA
Semotilus.lumbee,1978,NA
Semotilus.thoreauianus,1877,NA
Seriola.lalandi,1833,NA
Sicydium.adelum,1996,NA
Sicydium.gymnogaster,1884,NA
Sicydium.multipunctatum,1905,NA
Skiffia.bilineata,1887,NA
Skiffia.lermae,1902,NA
Skiffia.multipunctata,1901,NA
Snyderichthys.copei,1881,NA
Somniosus.microcephalus,1801,NA
Speoplatyrhinus.poulsoni,1974,NA
Sphoeroides.lobatus,1870,NA
Sphoeroides.maculatus,1801,NA
Sphoeroides.nephelus,1882,NA
Sphoeroides.parvus,1969,NA
Sphoeroides.spengleri,1785,NA
Sphoeroides.testudineus,1758,NA
Sphyraena.barracuda,1771,NA
Sphyraena.guachancho,1829,NA
Sphyrna.lewini,1834,NA
Sphyrna.mokarran,1837,NA
Sphyrna.tiburo,1758,NA
Sphyrna.zygaena,1758,NA
Spirinchus.thaleichthys,1860,NA
Squalus.acanthias,1758,NA
Stellifer.colonensis,1925,NA
Stellifer.lanceolatus,1855,NA
Stenodus.leucichthys,1772,NA
Strongylura .timucu,1792,NA
Strongylura.exilis,1854,NA
Strongylura.hubbsi,1974,NA
Strongylura.marina,1792,NA
Strongylura.timucu,1792,NA
Symphurus.elongatus,1868,NA
Symphurus.fasciolaris,1892,NA
Symphurus.minor,1951,NA
Symphurus.plagiusa,1766,NA
Symphurus.plagusia,1801,NA
Synbranchus.marmoratus,1795,NA
Syngnathus.auliscus,1882,NA
Syngnathus.fuscus,1839,NA
Syngnathus.leptorhynchus,1854,NA
Syngnathus.scovelli,1896,NA
Synodus.foetens,1766,NA
Tampichthys.catostomops,1977,NA
Tampichthys.dichromus,1977,NA
Tampichthys.erimyzonops,1974,NA
Tampichthys.ipni,1953,NA
Tampichthys.mandibularis,1977,NA
Tampichthys.rasconis,1899,NA
Taurulus.bubalis,1786,NA
Tautoga.onitis,1758,NA
Thaleichthys.pacificus,1836,NA
Theragra.chalcogramma,1814,NA
Theraps.coeruleus,1987,NA
Theraps.heterospilus,1936,NA
Theraps.intermedius,1862,NA
Theraps.irregularis,1862,NA
Theraps.lentiginosus,1864,NA
Theraps.nourissati,1989,NA
Theraps.pearsei,1936,NA
Theraps.ufermanni,2002,NA
Thoburnia.atripinnis,1959,NA
Thoburnia.hamiltoni,1946,NA
Thoburnia.rhothoeca,1896,NA
Thorichthys.affinis,1862,NA
Thorichthys.callolepis,1904,NA
Thorichthys.ellioti,1904,NA
Thorichthys.helleri,1864,NA
Thorichthys.meeki,1918,NA
Thorichthys.pasionis,1962,NA
Thorichthys.socolofi,1984,NA
Thunnus.albacares,1788,NA
Thunnus.orientalis,1844,NA
Thunnus.thynnus,1758,NA
Thymallus.yaluensis,1928,NA
Tilapia.mariae,1899,NA
Tilapia.zillii,1848,NA
Tinca.tinca,1758,NA
Trachinotus.blochii,1801,NA
Trachinotus.carolinus,1766,NA
Trachinotus.ovatus,1758,NA
Triakis.semifasciata,1855,NA
Trichiurus.lepturus,1758,NA
Tridentiger.barbatus,1861,NA
Tridentiger.bifasciatus,1881,NA
Triglopsis.quadricornis,1758,NA
Trinectes.inscriptus,1851,NA
Trinectes.maculatus,1801,NA
Trogloglanis.pattersoni,1919,NA
Typhliasina.pearsei,1938,NA
Typhlichthys.subterraneus,1859,NA
Ulcina.olrikii,1877,NA
Umbra.limi,1840,NA
Umbra.pygmaea,1842,NA
Umbrina.coroides,1830,NA
Vanacampus.poecilolaemus,1868,NA
Xenendum.caliente,1899,NA
Xenendum.xaliscone,1899,NA
Xenodexia.ctenolepis,1950,NA
Xenoophorus.captivus,1924,NA
Xenotaenia.resolanae,1946,NA
Xenotoca.eiseni,1896,NA
Xenotoca.melanosoma,1972,NA
Xenotoca.variata,1887,NA
Xiphophorus.alvarezi,1960,NA
Xiphophorus.andersi,1980,NA
Xiphophorus.birchmanni,1987,NA
Xiphophorus.clemenciae,1959,NA
Xiphophorus.continens,2009,NA
Xiphophorus.cortezi,1960,NA
Xiphophorus.couchianus,1859,NA
Xiphophorus.evelynae,1960,NA
Xiphophorus.gordoni,1963,NA
Xiphophorus.hellerii,1848,NA
Xiphophorus.kallmani,2003,NA
Xiphophorus.kosszanderi,1981,NA
Xiphophorus.maculatus,1866,NA
